"pl_name","hostname","discoverymethod","default_flag","pl_bmasse","pl_rade","pl_eqt","pl_orbeccen","st_met","st_teff","st_rad","st_mass","pl_insol","density_gcc","v_esc_kms","can_hold_water","WRI_temp_only"
"TOI-1295 b","TOI-1295","Transit",1,451.31633794,15.69257298,2360,0.024,0.26,6280,1.7,1.38,1800,0.643969570510105,60.0636156545013,0,0.569459659134334
"TOI-1296 b","TOI-1296","Transit",1,95.3,14.11645916,1414.84,0,0.405,5567,1.7031,1.1576,NA,0.186802349531462,29.1005759819293,0,0.328672967671261
"TOI-1298 b","TOI-1298","Transit",1,99,9.65807033,1278,0,0.397,5752,1.4536,1.2187,NA,0.605941734226627,35.8583612517958,0,0.293811937941049
"TOI-132 b","TOI-132","Transit",1,22.4,3.42,1395,0.059,0.16,5397,0.9,0.97,860,3.08770969865072,28.6634841154635,0,0.323618576924057
"TOI-1333 b","TOI-1333","Transit",1,753.2571,15.647764,1679,0.073,0.119,6274,1.925,1.464,NA,1.0840595340846,77.707599985785,0,0.39596973479734
"TOI-1347 b","TOI-1347","Transit",1,11.1,1.8,1400,0,0.04,5464,0.83,0.913,NA,10.4947530864198,27.8127069280692,0,0.324892364914784
"TOI-1347 c","TOI-1347","Transit",1,6.4,1.6,1000,0,0.04,5464,0.83,0.913,NA,8.615625,22.4,0,0.222989325656638
"TOI-1386 b","TOI-1386","Transit",1,45.8,6.2163865,615.03,0,0.149,5735,1.0235,1.0363,NA,1.05127954397837,30.4005721564251,0,0.124915293098617
"TOI-1410.01","TOI-1410","Transit",1,12.5,3.10083009,1236.7,0,0.328,4635,0.7558,0.7941,NA,2.31176064237475,22.4871307104115,0,0.283290449137646
"TOI-1411 b","TOI-1411","Transit",1,2,1.19880592,976.4,0,0.012,4115,0.614,0.6045,NA,6.40103380276104,14.4663371021463,0,0.216977046340407
"TOI-1416 b","TOI-1416","Transit",1,3.48,1.62,1517,0,0.08,4884,0.793,0.798,883,4.51337025182475,16.4153496369619,0,0.354699003897791
"TOI-1420 b","TOI-1420","Transit",1,25.1,11.89,957,0.17,0.28,5510,0.923,0.987,139,0.0823369772941109,16.2728625480839,0,0.212034748936387
"TOI-1422 b","TOI-1422","Transit",1,9,3.96,867,0.04,-0.09,5840,1.019,0.981,NA,0.799141553273785,16.8846352963548,0,0.189106565103304
"TOI-1431 b","TOI-1431","Transit",1,991.62462984,16.70138124,2370,0.0022,0.09,7690,1.92,1.9,5300,1.17369944115444,86.3009309133953,0,0.572007235115787
"TOI-1439 b","TOI-1439","Transit",1,38.5,4.2427861,748.4,0.157,0.226,5841,1.6184,1.2313,NA,2.77954736577335,33.7382707200981,0,0.158892313963264
"TOI-1443 b","TOI-1443","Transit",1,30,2.30381001,520.66,0,-0.294,5224,0.7511,0.7663,NA,13.5284497753186,40.4161852558912,0,0.100873818561639
"TOI-1444 b","TOI-1444","Transit",1,3.58,1.41792246,2130.02,0,0.146,5460,0.9105,0.9513,NA,6.92456255499746,17.7964465709879,0,0.510870506712863
"TOI-1448 b","TOI-1448","Transit",1,19.5,2.749,426,0.36,0.37,3412,0.38,0.372,5.45,5.17579603557821,29.8296363138932,0,0.0767584643211983
"TOI-1450 A b","TOI-1450 A","Transit",1,1.258,1.13,722,NA,-0.12,3437,0.483,0.48,NA,4.80742007225741,11.8173234170587,0,0.152166713372226
"TOI-1451 b","TOI-1451","Transit",1,15.2,2.61143902,723.33,0,0.019,5801,1.0162,1.0022,NA,4.70620328466453,27.020903852132,0,0.15250554097776
"TOI-1452 b","TOI-1452","Transit",1,4.82,1.672,326,0,-0.07,3185,0.275,0.249,1.8,5.68597545613703,19.0161855009038,1,0.0512827045066619
"TOI-1453 b","TOI-1453","Transit",1,2.32,1.173,944.2,0,-0.31,4975,0.72,0.715,132.6,7.92612122511474,15.7511769002364,0,0.208773851680126
"TOI-1453 c","TOI-1453","Transit",1,2.95,2.224,819.8,0,-0.31,4975,0.72,0.715,75.3,1.47871483201359,12.8991662214514,0,0.177082006470843
"TOI-1468 b","TOI-1468","Transit",1,3.04,1.401,683.5,0.0099,-0.01,3376,0.3714,0.3527,36.4,6.09573304719678,16.4981689551366,0,0.14235854584363
"TOI-1468 c","TOI-1468","Transit",1,4.1,2.126,338.1,0.111,-0.01,3376,0.3714,0.3527,2.13,2.35266904278504,15.5535067115233,0,0.0543652714442208
"TOI-1470 b","TOI-1470","Transit",1,7.32,2.18,734,0.3,0,3709,0.469,0.471,46.3,3.89590503378689,20.5232112944067,0,0.155223804549971
"TOI-1470 c","TOI-1470","Transit",1,7.24,2.47,373,0.5,0,3709,0.469,0.471,3.35,2.64919830305783,19.1751526130248,0,0.063256311619494
"TOI-1472 b","TOI-1472","Transit",1,16.5,4.15964583,811.14,0,0.287,5133,0.8377,0.9154,NA,1.26410061447919,22.306519766352,0,0.174875805670904
"TOI-150.01","TOI-150","Transit",1,797.7533,14.067295,1404.5,0.262,0.28,6255,1.526,1.351,NA,1.58016917725295,84.3426087662264,0,0.326038774106438
"TOI-1518 b","TOI-1518","Transit",1,731.0053361,21.01683881,2492,0.01,-0.1,7300,1.95,1.79,NA,0.434195310690684,66.0533121472394,0,0.603087662089522
"TOI-157 b","TOI-157","Transit",1,375.0394,14.414774,1588,0,0.24,5404,1.167,0.948,1062,0.690430778973048,57.1284645202839,0,0.372786793366112
"TOI-1601 b","TOI-1601","Transit",1,387,14.19902343,1493.97,0,0.343,5982,2.195,1.5055,NA,0.74542215991391,58.4715043223456,0,0.348831936412503
"TOI-163 b","TOI-163","Transit",1,387.7526,16.690201,1669,0,0.22,6495,1.648,1.4352,NA,0.459871800808771,53.9839425210985,0,0.393422158815887
"TOI-1669 c","TOI-1669","Transit",1,13,2.2963977,1285.16,0,0.274,5497,1.0561,0.9867,NA,5.91927891651048,26.6480937283452,0,0.29563600234377
"TOI-1670 b","TOI-1670","Transit",1,41.31769291,2.06,1062,0.59,0.09,6170,1.316,1.21,NA,26.0616053581704,50.1594128590464,0,0.23878429674165
"TOI-1670 c","TOI-1670","Transit",1,200.23189641,11.06326395,684,0.09,0.09,6170,1.316,1.21,NA,0.815361498851193,47.6478178644381,0,0.142485924642702
"TOI-1685 b","TOI-1685","Transit",1,3.03,1.468,1062,0,0.3,3575,0.4555,0.454,236,5.28118308393685,16.0907508084732,0,0.23878429674165
"TOI-169 b","TOI-169","Transit",1,251.40353,12.172974,1715,0,0.24,5880,1.288,1.147,1443,0.768507393296741,50.8985442391907,0,0.405141008330573
"TOI-1694 b","TOI-1694","Transit",1,31.3,5.3422266,943.19,0,0.131,5058,0.8036,0.853,NA,1.13199415130264,27.1099701081117,0,0.208516546506
"TOI-1695 b","TOI-1695","Transit",1,6.36,1.9,698,0.097,0,3690,0.515,0.513,39,5.11285026971862,20.4913126650501,0,0.146052531016738
"TOI-1696 b","TOI-1696","Transit",1,48.8,3.09,489,NA,0.336,3185,0.2775,0.255,NA,9.12034245007623,44.5090878324458,0,0.0928081930043563
"TOI-1710 b","TOI-1710","Transit",1,22.4,5.20315158,602.99,0,0.147,5684,0.9574,1.0258,NA,0.876829889764301,23.2385375112133,0,0.121848011616946
"TOI-172 b","TOI-172","Transit",1,1722.6386,10.816685,1198,0.3806,0.148,5645,1.777,1.128,299,7.50547855972951,141.340954102835,0,0.27343133008942
"TOI-1728 b","TOI-1728","Transit",1,26.78,5.05,767,0.057,0.25,3980,0.6243,0.646,57.78,1.14657693237219,25.7915605200501,0,0.163630805288768
"TOI-1736 b","TOI-1736","Transit",1,12.3,3.18175535,1099.79,0,0.148,5636,1.4286,1.0373,NA,2.10557892046277,22.0210076036231,0,0.248411586375564
"TOI-1742 b","TOI-1742","Transit",1,9.7,2.36507598,694.09,0.3,0.193,5815,1.131,1.0861,NA,4.04299499727214,22.6819997396948,0,0.145056428807989
"TOI-1749 b","TOI-1749","Transit",1,57,1.39,831,0.14,-0.26,3985,0.55,0.58,NA,117.030003138941,71.7212830758288,0,0.179935291570071
"TOI-1749 c","TOI-1749","Transit",1,14,2.12,673,0.019,-0.26,3985,0.55,0.58,NA,8.1019062716202,28.7815454500026,0,0.139683591063103
"TOI-1749 d","TOI-1749","Transit",1,15,2.52,533,0.062,-0.26,3985,0.55,0.58,NA,5.16840334017205,27.3252020425589,0,0.104017527322752
"TOI-1751 b","TOI-1751","Transit",1,19.5,2.9507845,651.64,0.327,-0.373,5970,1.3137,0.9382,NA,4.18493669241704,28.7916518120554,0,0.134241968766718
"TOI-1753 b","TOI-1753","Transit",1,16.6,2.47852533,1005.43,0,0.026,5621,0.9715,0.9483,NA,6.01166490720066,28.9851388973784,0,0.224372659414567
"TOI-1759 b","TOI-1759","Transit",1,10.8,3.14,443,0,0.05,4065,0.597,0.606,6.39,1.92354155528331,20.7713668671241,0,0.0810893434896696
"TOI-1775 b","TOI-1775","Transit",1,96,8.04728896,707.89,0,0.162,5284,0.8288,0.9218,NA,1.0157555556828,38.6837743338073,0,0.148572083662395
"TOI-1776 b","TOI-1776","Transit",1,1.4,1.21612741,1269.21,0,-0.193,5785,0.9356,0.9196,NA,4.29197878215276,12.0169015171789,0,0.291572618653351
"TOI-178 b","TOI-178","Transit",1,1.5,1.152,1040,NA,-0.23,4316,0.651,0.65,NA,5.41004133813175,12.7801930084539,0,0.233179629582452
"TOI-178 c","TOI-178","Transit",1,4.77,1.669,873,NA,-0.23,4316,0.651,0.65,NA,5.65739016034851,18.9342908418151,0,0.190635110692176
"TOI-178 d","TOI-178","Transit",1,3.01,2.572,690,NA,-0.23,4316,0.651,0.65,NA,0.975484481045383,12.1161819997862,0,0.144014470231575
"TOI-178 e","TOI-178","Transit",1,3.86,2.207,600,NA,-0.23,4316,0.651,0.65,NA,1.97991737542924,14.8118910337122,0,0.121086286398492
"TOI-178 f","TOI-178","Transit",1,7.72,2.287,521,NA,-0.23,4316,0.651,0.65,NA,3.55865239160997,20.5775464421202,0,0.100960436145008
"TOI-178 g","TOI-178","Transit",1,3.94,2.87,470,NA,-0.23,4316,0.651,0.65,NA,0.919003770869957,13.1227599714501,0,0.0879677986395944
"TOI-1789 b","TOI-1789","Transit",1,222.4798849,16.14093221,1927,NA,0.373,5991,2.168,1.507,2300,0.29172367257008,41.5813984711715,0,0.459149619137391
"TOI-1794 b","TOI-1794","Transit",1,8.7,3.29701268,992.91,0,0.035,5631,1.3162,0.9698,NA,1.33851783466181,18.1935454600651,0,0.221183094285787
"TOI-1801 b","TOI-1801","Transit",1,5.738,2.079,493.7,0,-0.19,3863,0.547,0.556,NA,3.52098226603605,18.6067725984918,0,0.0940055537156396
"TOI-1803 b","TOI-1803","Transit",1,10.32,2.99,747,0,0.014,4687,0.715,0.756,58,2.12879035605948,20.8076137338634,0,0.15853565332586
"TOI-1803 c","TOI-1803","Transit",1,8,4.29,588,0,0.014,4687,0.715,0.756,22,0.558707977163647,15.2944678207758,0,0.118029195220747
"TOI-1807 b","TOI-1807","Transit",1,2.44,1.49681583,1694.1,0,0.044,4914,0.746,0.8048,NA,4.01191280556717,14.2997601163548,0,0.399816574529335
"TOI-181 b","TOI-181","Transit",1,46.1687,6.9559,895.1,0.1543,0.272,4994,0.745,0.822,102.43,0.756405047609182,28.8546081413218,0,0.196265253611189
"TOI-1811 b","TOI-1811","Transit",1,308.9292116,11.14172682,962.2,0.052,0.306,4766,0.769,0.817,NA,1.23159585904579,58.9754492359948,0,0.213359488446743
"TOI-1820 b","TOI-1820","Transit",1,731.0053361,12.778238,1375,0.043,0.14,5734,1.51,1.04,NA,1.9318543963495,84.711585421571,0,0.318523424961149
"TOI-1823 b","TOI-1823","Transit",1,67.4,7.5406241,423.63,0,0.243,4927,0.8049,0.8414,NA,0.866771819408896,33.4845390707388,0,0.0761546888135938
"TOI-1824 b","TOI-1824","Transit",1,16,2.7438269,528.67,0,0.124,5165,0.8123,0.8801,NA,4.27087259212656,27.0457892307497,0,0.102914426922783
"TOI-1836 b","TOI-1836","Transit",1,38.45723725,8.00321222,966,0,-0.101,6380,1.577,1.307,NA,0.413667921107178,24.5513228232567,0,0.214327567319695
"TOI-1836 c","TOI-1836","Transit",1,8,2.59987579,2007.6,0,-0.136,6237,1.6454,1.2518,NA,2.51014580689622,19.6465689266067,0,0.479683081547907
"TOI-1842 b","TOI-1842","Transit",1,89.4,12.3485023,1199.55,0.276,0.332,6039,2.032,1.4643,NA,0.261795043359377,30.1355858368232,0,0.273826204366545
"TOI-1853 b","TOI-1853","Transit",1,73.2,3.46,1479,0.03,0.11,4985,0.808,0.837,NA,9.74427532443353,51.515214655871,0,0.345018215168267
"TOI-1855 b","TOI-1855","Transit",1,360.09958513,18.49481816,1701,0.033,0.399,5359,1.041,0.987,NA,0.313862323627728,49.4201774341567,0,0.401574401956538
"TOI-1898 b","TOI-1898","Transit",1,129,9.39553231,674.54,0.485,-0.095,6241,1.6131,1.2484,NA,0.857614866851661,41.5003904414933,0,0.140075917764247
"TOI-1899 b","TOI-1899","Transit",1,212.94503269,11.09689089,378,0.044,0.28,3926,0.607,0.632,3.4,0.859271342765293,49.0626635342003,0,0.0645300996102209
"TOI-1937 A b","TOI-1937 A","Transit",1,638.83509807,13.97759893,2097,0,0.196,5814,1.08,1.072,3230,1.28990523714186,75.7174744321124,0,0.502458410822103
"TOI-1994 b","TOI-1994","Transit",1,7024.0077947,13.67495645,2290,0.341,-0.01,7700,2.3,1.86,NA,15.1451608738031,253.832682333728,0,0.551626627264158
"TOI-2000 b","TOI-2000","Transit",1,11,2.7,1488,0,0.439,5611,1.134,1.082,628,3.08154244779759,22.6064559772613,0,0.347311033551576
"TOI-2000 c","TOI-2000","Transit",1,81.7,8.14,1038,0.063,0.439,5611,1.134,1.082,149,0.835248306256281,35.4827154516547,0,0.232670114386162
"TOI-2010 b","TOI-2010","Transit",1,408.7273314,11.81426566,400.2,0.212,0.168,5929,1.079,1.112,4.09,1.36672218636975,65.8766485323515,0,0.070185718289048
"TOI-2015 b","TOI-2015","Transit",1,9.2,3.309,530.9,0.0789,-0.31,3297,0.3273,0.3041,13.185,1.40011686738133,18.6751265205642,0,0.103482536366647
"TOI-2019 b","TOI-2019","Transit",1,34.4,5.33275337,917.46,0,0.409,5626,1.7457,1.1832,NA,1.25075056533119,28.4460189187535,0,0.201961633505719
"TOI-2025 b","TOI-2025","Transit",1,1144.1822652,11.89272852,1166,0.394,0.15,5977,1.459,1.199,NA,3.75074430170835,109.856276805413,0,0.265279086948768
"TOI-2031 A b","TOI-2031 A","Transit",1,254.2627256,14.20177855,1358,0.076,-0.24,6490,1.241,1.174,567,0.48946455880118,47.3901412953732,0,0.314192545792678
"TOI-2076 c","TOI-2076","Transit",1,55,3.69441587,543.16,0,0.02,5192,0.796,0.8557,NA,6.01439722199362,43.2141999276128,0,0.106605864519909
"TOI-2076 d","TOI-2076","Transit",1,29,3.43087751,457.68,0,0.02,5192,0.796,0.8557,NA,3.95957998701644,32.562250658238,0,0.0848291850304435
"TOI-2088 b","TOI-2088","Transit",1,37,3.6831179,300.33,0,0.339,5081,0.8481,0.9027,NA,4.08339715727613,35.4985876142028,1,0.0447430769622704
"TOI-2095 b","TOI-2095","Transit",1,4.1,1.25,347,0,-0.24,3759,0.44,0.44,3.43,11.5749888,20.2840627094278,1,0.0566326140677145
"TOI-2095 c","TOI-2095","Transit",1,7.4,1.33,297,0,-0.24,3759,0.44,0.44,1.84,17.3437721161403,26.4184943194207,1,0.0438947341604463
"TOI-2107 b","TOI-2107","Transit",1,263.79757781,13.57407563,1397,0.033,0.07,5627,0.932,0.961,NA,0.581576395571711,49.3739976615135,0,0.324128092120347
"TOI-2109 b","TOI-2109","Transit",1,1595.49860314,15.098497,3646,NA,0.068,6540,1.698,1.453,NA,2.55600700083099,115.132882603811,0,0.897077930349273
"TOI-2120 b","TOI-2120","Transit",1,6.8,2.122,384,0.32,0.39,3131,0.245,0.211,3.61,3.92409520722529,20.0493265427099,0,0.066058645199093
"TOI-2128 b","TOI-2128","Transit",1,4.5,2.08874836,780.53,0,-0.07,5968,1.1174,1.0251,NA,2.7228324000983,16.439220420152,0,0.167077675591674
"TOI-2134 b","TOI-2134","Transit",1,9.13,2.69,666,0.06,0.12,4580,0.709,0.744,32,2.58631071626673,20.6337075794884,0,0.137900287876086
"TOI-2134 c","TOI-2134","Transit",1,41.89,7.27,306,0.67,0.12,4580,0.709,0.744,1.4,0.60113759508844,26.8847496949909,0,0.0461875525437546
"TOI-2136 b","TOI-2136","Transit",1,6.37,2.19,395,0,0.03,3342,0.34,0.34,4,3.34405837162786,19.101421209885,0,0.068860978778692
"TOI-2141 b","TOI-2141","Transit",1,24,3.05,722,0.21,-0.12,5659,0.98,0.94,NA,4.66421418532829,31.4176519246588,0,0.152166713372226
"TOI-2145 b","TOI-2145","Transit",1,1767,12.41899699,1363.43,0.21,0.285,6200,2.7505,1.7169,NA,5.08678926162867,133.595871230708,0,0.315575879550608
"TOI-2152 A b","TOI-2152","Transit",1,899.45439181,14.35870428,1802,0.057,0.282,6630,1.612,1.516,NA,1.67532918733111,88.6441276364267,0,0.42730491936922
"TOI-2154 b","TOI-2154","Transit",1,292.40213444,16.28664896,1580,0.117,0.011,6280,1.396,1.233,NA,0.373208986863812,47.4561414735093,0,0.370748732580949
"TOI-2158 b","TOI-2158","Transit",1,260.61929374,10.76062147,1188,0.07,0.47,5673,1.41,1.12,NA,1.15335037798282,55.1191646759915,0,0.270883754107966
"TOI-2169 A b","TOI-2169 A","Transit",1,329.58805806,12.50922246,1364,0.045,0.123,6270,1.82,1.42,577,0.928425973038777,57.4895088657914,0,0.31572109138155
"TOI-2180 b","TOI-2180","Transit",1,875.61726129,11.32107051,348,0.3683,0.253,5695,1.636,1.111,2.71,3.32750403115091,98.4989117310307,1,0.0568873716658599
"TOI-2193 A b","TOI-2193 A","Transit",1,298.75870258,19.83989584,1763,0,0.027,5966,1.248,1.082,1600,0.210944964742852,43.4618902881515,0,0.417369373041551
"TOI-2196 b","TOI-2196","Transit",1,26,3.51,1860,0,0.14,5634,1.043,1.032,2000,3.31526890564561,30.4825390213018,0,0.442080860061651
"TOI-220 b","TOI-220","Transit",1,13.8,3.03,805,0.032,-0.217,5298,0.858,0.825,NA,2.73538186089955,23.9021105990477,0,0.173311594018292
"TOI-2207 b","TOI-2207","Transit",1,203.41018048,11.1529358,1259,0.174,0.181,6101,1.564,1.296,406,0.808484764253215,47.8310334119531,0,0.288971543576287
"TOI-2236 b","TOI-2236","Transit",1,502.16888306,14.36991326,1688,0,0.119,6248,1.573,1.343,1356,0.933155714487439,66.2088200952025,0,0.398262553180649
"TOI-2295 b","TOI-2295","Transit",1,278.09985612,16.47720163,747,0.334,0.316,5730,1.459,1.168,NA,0.342781328383677,46.0125896555727,0,0.15853565332586
"TOI-2328 b","TOI-2328","Transit",1,50.85254512,9.97599282,842,0.057,0.09,5525,0.9,0.95,NA,0.282430159891582,25.2869416041811,0,0.18273762514967
"TOI-2338 b","TOI-2338","Transit",1,1900.61387386,11.2089807,799,0.676,0.22,5581,1.05,0.99,NA,7.44153095693575,145.841764319657,0,0.171783048429419
"TOI-2346 b","TOI-2346","Transit",1,394.10722468,16.11851425,1689,0.086,-0.03,6480,1.38,1.271,1360,0.518926841933964,55.3812453033913,0,0.398517310778794
"TOI-2364 b","TOI-2364","Transit",1,71.51139158,8.60849718,1091,0,0.344,5306,0.886,0.954,237,0.618101740430969,32.2806273671556,0,0.246172267087866
"TOI-2368 b","TOI-2368","Transit",1,206.58846455,10.83908434,1000,0.061,0.1,5360,0.846,0.897,NA,0.894530273223412,48.8961605740432,0,0.222989325656638
"TOI-2373 b","TOI-2373","Transit",1,2955.8041851,10.42435205,860,0.112,0.3,5651,1.102,1.041,NA,14.3878271524369,188.595496342446,0,0.187323261916287
"TOI-2374 b","TOI-2374","Transit",1,56.64,6.81,885,0.13,0.15,4802,0.69,0.75,NA,0.988891560970087,32.3002652707973,0,0.193692201869921
"TOI-2379 b","TOI-2379","Transit",1,1830.69162432,11.72459381,624,0.342,0.501,3707,0.622,0.645,25.3,6.26308836087412,139.951229133032,0,0.127200468753981
"TOI-238 c","TOI-238","Radial Velocity",1,6.7,2.18,696,0.36,-0.114,5059,0.733,0.79,58.3,3.56592400633499,19.6348314356041,0,0.145543015820447
"TOI-2382 b","TOI-2382","Transit",1,235.19302118,12.25141591,1426,0.18,0.249,6033,1.417,1.26,689,0.705232538951629,49.0723771390952,0,0.331516062466563
"TOI-2384 b","TOI-2384","Transit",1,624.85064816,11.48920522,889.7,0,0.332,3943,0.6113,0.635,104.3,2.27181533010886,82.5964043255516,0,0.194889562581204
"TOI-2406 b","TOI-2406","Transit",1,15.6,2.86,449,0.17,-0.26,3100,0.204,0.166,6.69,3.67699687470825,26.1575645238272,0,0.0826178890785418
"TOI-2416 b","TOI-2416","Transit",1,953.485221,9.86390302,1080,0.32,0.32,5808,1.236,1.118,NA,5.47815538367941,110.116046054551,0,0.243369933508267
"TOI-2420 b","TOI-2420","Transit",1,294.62693329,15.02003414,1571.6,0.055,NA,NA,2.369,1.158,1017,0.479431370458282,49.6042383259621,0,0.368608768756528
"TOI-2421 b","TOI-2421","Transit",1,105.83685953,10.36830715,1534,0,0.19,5607,1.75,1.131,923.6,0.523576497755355,35.7834794873257,0,0.359029883066262
"TOI-244 b","TOI-244","Transit",1,2.68,1.52,458,NA,-0.39,3433,0.426,0.428,7.3,4.20795214316956,14.8718030620295,0,0.08491070746185
"TOI-2443 b","TOI-2443","Transit",1,4.8,2.363,519,0.301,-0.29,4375,0.631,0.642,NA,2.00593489905734,15.9627157633292,0,0.100450920948717
"TOI-2447 b","TOI-2447","Transit",1,124.90656395,9.60609646,414,0.17,0.18,5730,1.006,1.034,NA,0.776982421437154,40.3865896530205,0,0.073701373143454
"TOI-2458 b","TOI-2458","Transit",1,13.31,2.83,1509.4,0.087,-0.1,6005,1.31,1.05,865,3.23806461424739,24.289234771706,0,0.352762846151886
"TOI-2485 b","TOI-2485","Transit",1,766.60211768,12.1393261,1134,0.0341,NA,NA,1.72,1.163,275.6,2.36294189365705,89.0032244896866,0,0.257126843808117
"TOI-2497 b","TOI-2497","Transit",1,1531.93292174,11.14172682,1595,0.195,0.094,7360,2.36,1.859,NA,6.10729633814566,131.32930452588,0,0.37457009655313
"TOI-2498 b","TOI-2498","Transit",1,34.62,6.06,1443,0.089,0.167,5905,1.26,1.12,NA,0.857780072684261,26.7698071389658,0,0.335846941635034
"TOI-2524 b","TOI-2524","Transit",1,203.41018048,11.2089807,1100,0,0.06,5831,1.119,1.007,NA,0.796418028835933,47.7113059890784,0,0.248465085471174
"TOI-2529 b","TOI-2529","Transit",1,743.71847238,11.54525012,636,0.021,0.1,5802,1.7,1.11,NA,2.6648041264543,89.8919153045578,0,0.130257559931725
"TOI-2537 b","TOI-2537","Transit",1,415.40172795,11.25381662,338,0.364,0.08,4870,0.771,0.771,NA,1.60707282819454,68.0459458153657,0,0.0543397956844063
"TOI-2567 b","TOI-2567","Transit",1,63.88350981,10.92875618,1352,0,0.241,5611,1.686,1.13,558,0.269862984732374,27.0786518443659,0,0.312664000203806
"TOI-257 b","TOI-257","Transit",1,43.86032017,7.16253867,1027,0,0.175,6095,1.867,1.407,186,0.658169298922871,27.7153540982493,0,0.229867780806563
"TOI-2570 b","TOI-2570","Transit",1,260.61929374,13.64132951,1431,0,0.191,5771,1.095,1.063,699,0.566113128641296,48.9545378108723,0,0.33278985045729
"TOI-2580 b","TOI-2580","Transit",1,200.23189641,17.37392009,2410,0.08,0.26,6120,1.81,1.33,1730,0.210526399639762,38.0220687810115,0,0.582197539041602
"TOI-2583 A b","TOI-2583 A","Transit",1,79.45710175,14.4595851,1456,0,0.158,5936,1.477,1.215,750.9,0.144921221801422,26.2546641277631,0,0.339158790410924
"TOI-2587 A b","TOI-2587 A","Transit",1,69.28659273,12.07207221,1445,0,0.13,5760,1.726,1.15,728,0.217155329753322,26.8319176763507,0,0.336356456831325
"TOI-2589 b","TOI-2589","Transit",1,1112.3994245,12.10569916,592,0.522,0.12,5579,1.07,0.93,NA,3.45746574683668,107.362709182822,0,0.119048225613329
"TOI-260 b","TOI-260","Transit",1,4.23,1.71,493,0,-0.47,4026,0.607,0.616,NA,4.66464715189019,17.6153043507179,0,0.0938272233969378
"TOI-2641 b","TOI-2641","Transit",1,122.6817651,18.10250383,1387,0.18,-0.15,6100,1.336,1.16,602,0.114033074442349,29.1567227087759,0,0.321580516138894
"TOI-269 b","TOI-269","Transit",1,8.8,2.77,531,0.425,-0.29,3514,0.398,0.3917,19,2.28302215876939,19.9627089166881,0,0.103508012126462
"TOI-270 b","TOI-270","Transit",1,1.58,1.206,581,0.034,-0.2,3506,0.378,0.386,NA,4.96686007462858,12.8195538868316,0,0.11624589203373
"TOI-270 c","TOI-270","Transit",1,6.15,2.355,488,0.027,-0.2,3506,0.378,0.386,NA,2.596385309189,18.0992310777308,0,0.092553435406211
"TOI-270 d","TOI-270","Transit",1,4.78,2.133,387,0.032,-0.2,3506,0.378,0.386,NA,2.71595201125939,16.766273381792,0,0.0668229179935291
"TOI-2714 b","TOI-2714","Transit",1,228,13.72,1603,0.164,0.3,5665,1.25,1.07,NA,0.486787339729011,45.6571070981444,0,0.376608157338293
"TOI-2796 b","TOI-2796","Transit",1,139.84449908,17.26183028,1205,0,0.239,5764,1.069,1.063,352,0.149917255333784,31.8784572279152,0,0.275214633276437
"TOI-2803 A b","TOI-2803 A","Transit",1,309.88269682,18.11371281,1893,0,-0.105,6280,1.245,1.118,2150,0.287502519701857,46.3247353815574,0,0.450487860800448
"TOI-2818 b","TOI-2818","Transit",1,225.65816897,15.27784069,1376,0,-0.02,5721,1.229,0.977,598,0.348924841866591,43.0439941856304,0,0.318778182559295
"TOI-2842 b","TOI-2842","Transit",1,117.59651059,12.84549188,1471,0,0.233,5910,1.265,1.135,781.8,0.305920781598153,33.8875265473934,0,0.342980154383104
"TOI-286 b","TOI-286","Transit",1,4.53,1.42,979,0,-0.05,5152,0.78,0.832,NA,8.72368410023721,20.0042812319172,0,0.217639416095585
"TOI-286 c","TOI-286","Transit",1,3.72,1.88,475,0,-0.05,5152,0.78,0.832,NA,3.08699661924622,15.7547156061221,0,0.0892415866303212
"TOI-2876 b","TOI-2876","Transit",1,54.03082919,9.6397234,929,0.13,0.353,5271,0.873,0.939,124.2,0.332594204034264,26.5159110013381,0,0.204901536188317
"TOI-2886 b","TOI-2886","Transit",1,444.9597698,18.6405349,1978,0.11,0.284,6240,1.241,1.229,2560,0.378802116670059,54.7203933810729,0,0.472142256642804
"TOI-2969 b","TOI-2969","Transit",1,368.68095212,12.32987877,1186,0,0.08,4738,0.7,0.71,382,1.08452868314435,61.2440594783025,0,0.270374238911676
"TOI-2977 b","TOI-2977","Transit",1,533.95172376,13.15934334,1544,0,0.013,5691,1.073,0.936,947.8,1.29201066904804,71.3430890958087,0,0.361577459047716
"TOI-2981 b","TOI-2981","Transit",1,638,13.4,1358,0.035,-0.11,5940,1.08,1.03,NA,1.46208642685437,77.2815747189767,0,0.314192545792678
"TOI-2986 b","TOI-2986","Transit",1,96.61983573,9.292245,1622,0.14,0.095,5906,1.458,1.122,1156,0.66400461951951,36.1152681770456,0,0.381448551703055
"TOI-2989 b","TOI-2989","Transit",1,953.485221,12.55405838,1001,0,-0.04,4672,0.76,0.77,124,2.65722479282702,97.6074425156176,0,0.223244083254783
"TOI-2992 b","TOI-2992","Transit",1,1058.36859531,13.75341932,1726,0.089,0.084,6000,1.545,1.21,1484,2.24321889276663,98.2496818962239,0,0.407943341910173
"TOI-3023 b","TOI-3023","Transit",1,197.05361234,16.43236571,1596,0,0.085,5760,1.668,1.12,1084,0.244878630098701,38.7846768328067,0,0.374824854151275
