"pl_name","hostname","discoverymethod","default_flag","pl_bmasse","pl_rade","pl_eqt","pl_orbeccen","st_met","st_teff","st_rad","st_mass","pl_insol","density_gcc","v_esc_kms","can_hold_water","WRI_temp_only"
"TOI-3071 b","TOI-3071","Transit",1,68.2,7.16,2155,0.09,0.35,6177,1.31,1.29,NA,1.02450025185957,34.5663639909244,0,0.517234351514534
"TOI-3135 b","TOI-3135","Transit",1,327.36325921,13.65253849,1292,0.24,0.071,5890,0.985,1.044,464,0.709343296439749,54.8436418167933,0,0.297378544315084
"TOI-3160 A b","TOI-3160 A","Transit",1,378.21580433,13.7646283,1539,0.18,-0.114,6190,1.346,1.088,933,0.799673988582199,58.7091259651082,0,0.360303671056989
"TOI-3235 b","TOI-3235","Transit",1,211.35589065,11.39953337,604,0.029,0.264,3388.8,0.3697,0.3939,NA,0.78671946484566,48.2260468573933,0,0.122105316791073
"TOI-3261 b","TOI-3261","Transit",1,30.3,3.82,1722,0,0.138,5068,0.849,0.861,1466,2.99722469029636,31.5433384243469,0,0.406924311517591
"TOI-329 b","TOI-329","Transit",1,40.4,4.94057819,1213.02,0.39,0.205,5614,1.5326,1.0678,NA,1.84720372751948,32.0272623121742,0,0.277257789213563
"TOI-332 b","TOI-332","Transit",1,57.2,3.2,1871,0,0.256,5251,0.87,0.88,NA,9.6252685546875,47.3522966708057,0,0.44488319364125
"TOI-3321 b","TOI-3321","Transit",1,176.07693748,15.55806521,1616,0.054,-0.103,5850,1.549,1.041,NA,0.257811612554171,37.6783145036873,0,0.379920006114182
"TOI-3331 A b","TOI-3331 A","Transit",1,721.47048389,12.97999965,1488,0,0.148,5609,0.952,1.016,818.5,1.8191197453265,83.5006712001147,0,0.347311033551576
"TOI-3364 b","TOI-3364","Transit",1,530.77343969,12.22899794,1264,0,0.387,5706,1.419,1.186,425,1.60030708711925,73.786545441504,0,0.290245331567014
"TOI-3464 b","TOI-3464","Transit",1,397.28550875,13.7646283,1693,0.25,0.045,6370,1.56,1.363,1370,0.839993685485503,60.1709877289046,0,0.399536341171375
"TOI-3474 b","TOI-3474","Transit",1,193.87532827,14.67255574,1451,0.13,0.146,6020,1.256,1.121,740,0.338432454586947,40.7123725234651,0,0.337885002420197
"TOI-3486 b","TOI-3486","Transit",1,99.16246298,10.5700688,1190,0.078,0.283,4930,0.788,0.837,334,0.462999609345284,34.3046322655641,0,0.271393269304257
"TOI-3493 b","TOI-3493","Transit",1,8.97,3.22,1102,NA,0.03,5844,1.228,1.023,245,1.48146566214928,18.6933143128767,0,0.248974600667465
"TOI-3523 A b","TOI-3523 A","Transit",1,435.42491759,15.9727975,1984,0.047,-0.366,6450,1.448,1.131,2590,0.589165194684954,58.4768767540202,0,0.473670802231677
"TOI-3540 A b","TOI-3540 A","Transit",1,375.03752026,23.53885947,1498,0,0.176,5810,1.228,1.081,841.3,0.158556931288873,44.7056767780991,0,0.349858609533029
"TOI-3568 b","TOI-3568","Transit",1,26.4,5.3,899,0.035,-0.01,4969,0.719,0.78,NA,0.977784345466392,24.9966639283559,0,0.197258808243956
"TOI-3593 b","TOI-3593","Transit",1,565.73456446,11.02963701,1170,0.105,0.384,5550,0.918,1.015,308,2.32485470186008,80.212817156101,0,0.26629811734135
"TOI-3629 b","TOI-3629","Transit",1,82.63538582,8.29464572,690,0.05,0.4,3870,0.6,0.63,39,0.798434505312023,35.3510348475253,0,0.144014470231575
"TOI-3682 b","TOI-3682","Transit",1,69.28659273,12.80065596,1657,0.22,0.416,5703,1.735,1.32,1258,0.182145854139375,26.0571259633109,0,0.390365067638142
"TOI-3688 A b","TOI-3688 A","Transit",1,311.47183886,13.08088048,1534,0,0.262,5950,1.302,1.199,924.3,0.767316639351316,54.6523608710341,0,0.359029883066262
"TOI-3693 b","TOI-3693","Transit",1,324.18497514,12.59889431,801,0,0.071,5321,0.791,0.867,68.6,0.893845270416522,56.8130686847514,0,0.17229256362571
"TOI-3714 b","TOI-3714","Transit",1,222.4798849,11.32107051,750,0.03,0.1,3660,0.51,0.53,54,0.845463819162372,49.6500454762053,0,0.159299926120297
"TOI-3757 b","TOI-3757","Transit",1,85.3,12,759,0.14,0,3913,0.62,0.64,55.4,0.272189930555556,29.8608327635606,0,0.161592744503605
"TOI-3785 b","TOI-3785","Transit",1,14.95,5.14,582,0.11,0.099,3576,0.5,0.52,19.1,0.60704180064877,19.1010419989976,0,0.116500649631875
"TOI-3807 b","TOI-3807","Transit",1,330.54154328,18.49481816,1646,0,0.278,5772,1.468,1.181,1230,0.288099573321927,47.3484770973496,0,0.387562734058543
"TOI-3819 b","TOI-3819","Transit",1,352.78953177,13.13692538,1633,0,0.273,5859,1.538,1.242,1186,0.85802758938288,58.0402134737652,0,0.384250885282654
"TOI-3837 b","TOI-3837","Transit",1,187.51876013,10.87271128,1178,0.221,-0.26,5905,1.2,0.89,NA,0.804447891118227,46.5126899080091,0,0.268336178126513
"TOI-3856 b","TOI-3856","Transit",1,171.62733978,13.59649359,1544,0.083,0.454,5622,1.055,1.096,949,0.376506489308148,39.7921859153375,0,0.361577459047716
"TOI-3877 b","TOI-3877","Transit",1,99.7981198,11.67975789,1445,0.22,0.269,5731,1.445,1.16,729,0.345372377243503,32.7387642125284,0,0.336356456831325
"TOI-3884 b","TOI-3884","Transit",1,32.59,6.43,441,0.06,0.04,3180,0.302,0.298,6.29,0.675955651556551,25.2147528960346,0,0.0805798282933788
"TOI-3894 b","TOI-3894","Transit",1,260.61929374,15.27784069,1531,0.05,0.021,6000,1.502,1.138,NA,0.40298362018395,46.2583689736264,0,0.358265610271826
"TOI-3912 b","TOI-3912","Transit",1,129.03833324,14.28024141,1512,0,0.187,5725,1.392,1.088,872.2,0.244331160924393,33.6674032196409,0,0.353425215907064
"TOI-3919 b","TOI-3919","Transit",1,1233.17421916,12.31866979,1198,0.259,0.175,6100,1.319,1.208,NA,3.63747282142275,112.059410666374,0,0.27343133008942
"TOI-3976 A b","TOI-3976 A","Transit",1,55.61997123,12.27383387,1295,0,0.182,5975,1.501,1.254,469,0.165865781619639,23.8420328637849,0,0.29814281710952
"TOI-3980 b","TOI-3980","Transit",1,187.51876013,14.4595851,1621,0.16,0.188,5840,1.626,1.24,1153,0.342014083451356,40.3331803453372,0,0.381193794104909
"TOI-3984 A b","TOI-3984 A","Transit",1,44,7.9,563,0.23,0.18,3476,0.47,0.49,16.7,0.492082776413225,26.4320480583129,0,0.111660255267113
"TOI-4010 b","TOI-4010","Transit",1,11,3.02,1441,0.03,0.37,4960,0.83,0.88,714,2.20210801722127,21.3752347882229,0,0.335337426438744
"TOI-4010 c","TOI-4010","Transit",1,20.31,5.93,907,0.03,0.37,4960,0.83,0.88,112,0.537047383554131,20.7274386173437,0,0.199296869029119
"TOI-4010 d","TOI-4010","Transit",1,38.15,6.18,650,0.07,0.37,4960,0.83,0.88,30,0.891242480713135,27.8272991152893,0,0.13382416630576
"TOI-406 c","TOI-406","Transit",1,2.08,1.32,584,0.032,-0.02,3392,0.41,0.408,19,4.98664329242842,14.059268483923,0,0.117010164828166
"TOI-406.01","TOI-406","Transit",1,6.57,2.08,368,0.056,-0.02,3392,0.41,0.408,3,4.02570666320551,19.9053143271223,0,0.0619825236287672
"TOI-4087 b","TOI-4087","Transit",1,232.01473711,13.04725353,1458,0,0.237,6060,1.112,1.178,753.9,0.576003375437924,47.2298164247293,0,0.339668305607215
"TOI-411 b","HD 22946","Transit",1,13.71,1.362,1241,NA,-0.08,6169,1.117,1.098,495.139,29.920778824373,35.5343353221098,0,0.284385906809671
"TOI-411 c","HD 22946","Transit",1,9.72,2.328,931,NA,-0.08,6169,1.117,1.098,156.75,4.24799599637548,22.8854611029996,0,0.205411051384608
"TOI-4127 b","TOI-4127","Transit",1,731.0053361,12.28504285,605.1,0.7471,0.14,6096,1.293,1.23,22.3,2.17398869842621,86.3952684539123,0,0.122385550149033
"TOI-4137 b","TOI-4137","Transit",1,457.67290608,13.57407563,1570,0,0.182,6202,1.438,1.313,1013,1.00900001159429,65.0340037925848,0,0.368201156599496
"TOI-4145 A b","TOI-4145 A","Transit",1,136.66621501,13.30506009,1074,0,0.168,5281,0.859,0.905,223,0.319946532374488,35.8955147738578,0,0.241841387919395
"TOI-4153 b","TOI-4153","Transit",1,365.50266805,16.11851425,1669,0.039,0.317,6860,1.605,1.572,NA,0.481262796954886,53.3335871377681,0,0.393422158815887
"TOI-4201 b","TOI-4201","Transit",1,788.21444936,13.67495645,725,0.041,0.52,3794,0.63,0.61,45.2,1.69954746457157,85.0309914062008,0,0.152930986166662
"TOI-421 b","TOI-421","Transit",1,6.7,2.64,922,0.13,-0.044,5291,0.866,0.833,NA,2.00784315260038,17.8424077733784,0,0.203118233001299
"TOI-421 c","TOI-421","Transit",1,14.1,5.09,635,0.19,-0.044,5291,0.866,0.833,NA,0.589566132229402,18.6409777393931,0,0.13000280233358
"TOI-4214 b","TOI-4214","Transit",1,165.27077164,10.68215861,1642,0.17,0.294,6370,1.434,1.382,1210,0.747628330583895,44.0541208675041,0,0.386543703665962
"TOI-431 b","TOI-431","Transit",1,3.07,1.28,1862,0,0.2,4850,0.731,0.78,NA,8.07188987731934,17.3453163707094,0,0.442590375257942
"TOI-431 d","TOI-431","Transit",1,9.9,3.29,633,0,0.2,4850,0.731,0.78,NA,1.53290154703471,19.4284283921071,0,0.129493287137289
"TOI-4406 b","TOI-4406","Transit",1,95.3485221,11.2089807,904,0.15,0.1,6219,1.29,1.19,NA,0.373320951016844,32.665698172812,0,0.198532596234683
"TOI-4438 b","TOI-4438","Transit",1,5.4,2.52,435,0.14,-0.19,3422,0.372,0.368,6,1.86062520246194,16.3951212255354,0,0.0790512827045066
"TOI-4463 A b","TOI-4463 A","Transit",1,252.35575516,13.26022417,1395,0,0.25,5640,1.062,1.056,633,0.59679802485937,48.8595200355267,0,0.323618576924057
"TOI-4465 b","TOI-4465","Transit",1,1872.00931723,14.01122587,427,0.24,-0.06,5545,1.014,0.93,NA,3.75272175589247,129.459509890039,0,0.0770132219193437
"TOI-4487 A b","TOI-4487 A","Transit",1,397.28550875,14.60530185,1639,0.083,0.216,6206,1.634,1.378,1203,0.703133637523501,58.4136193452772,0,0.385779430871526
"TOI-4515 b","TOI-4515","Transit",1,637,12.17,705,0.461,0.05,5433,0.86,0.949,NA,1.94865277107531,81.0293676536479,0,0.147835834203755
"TOI-4600 b","TOI-4600","Transit",1,959.84178914,6.8,347,0.25,0.16,5170,0.81,0.89,NA,16.8321532964773,133.064863677634,1,0.0566326140677145
"TOI-4600 c","TOI-4600","Transit",1,2946.26933289,9.42,191,0.21,0.16,5170,0.81,0.89,NA,19.4350874309697,198.074602899976,0,0.0168904287570377
"TOI-4603 b","TOI-4603","Transit",1,4096.80816623,11.67975789,1677,0.325,0.342,6264,2.738,1.765,1192,14.1778660591705,209.760600066272,0,0.39546021960105
"TOI-4734 b","TOI-4734","Transit",1,61.65871096,10.9175472,1468,0.12,0.288,6070,1.857,1.391,775,0.261267848119136,26.6166077313368,0,0.342215881588668
"TOI-4791 b","TOI-4791","Transit",1,734.18362017,12.44196858,1472,0,0.207,6058,1.409,1.242,783.2,2.10186177466755,86.0351297610025,0,0.34323491198125
"TOI-4794 b","TOI-4794","Transit",1,308.29355479,14.35870428,1673,0.1,-0.102,6390,1.451,1.25,1310,0.5742294387672,51.897043780709,0,0.394441189208468
"TOI-480 b","TOI-480","Transit",1,20.8,2.85372018,1198.94,0,0.164,6174,1.4877,1.2793,NA,4.93509977796203,30.2373688003539,0,0.273670802231677
"TOI-481 b","TOI-481","Transit",1,486.2799,11.09691,1370,0.153,0.26,5735,1.66,1.14,NA,1.96221634586675,74.1412920496388,0,0.317249636970423
"TOI-4860 b","TOI-4860","Transit",1,86.7,8.7,694,0.008,0.27,3260,0.358,0.34,42.5,0.725985758607023,35.3563923889107,0,0.145033500624156
"TOI-4914 b","TOI-4914","Transit",1,227,12.87,894,0.408,-0.13,5805,1,1.03,NA,0.587160698222907,47.0372234352793,0,0.195985020253229
"TOI-4961 b","TOI-4961","Transit",1,572.0911326,12.34108775,919,0.182,0.206,5380,0.912,0.912,115,1.6783079702896,76.255980680368,0,0.202353960206863
"TOI-4994 b","TOI-4994","Transit",1,88.99195396,8.54124329,717.6,0.319,0.165,5640,1.055,1.005,40,0.787506644201569,36.1520432300893,0,0.151045779940387
"TOI-500 b","TOI-500","Transit",1,1.42,1.166,1617,0.063,0.12,4440,0.678,0.74,1138,4.93923233045001,12.3598420168979,0,0.380174763712328
"TOI-5005 b","TOI-5005","Transit",1,32.7,6.25,1040,NA,0.15,5749,0.93,0.97,226,0.7385407488,25.6183933922485,0,0.233179629582452
"TOI-5027 b","TOI-5027","Transit",1,642.01338214,10.76062147,1056,0.385,-0.15,5909,0.92,1.02,NA,2.84118019942109,86.511010686852,0,0.237255751152778
"TOI-5076 b","TOI-5076","Transit",1,16.14568308,3.48935569,550,0,0.082,4780,0.844,0.789,NA,2.09549900931765,24.0920421068726,0,0.108348406491224
"TOI-5108 b","TOI-5108","Transit",1,32,6.6,1180,NA,0.2,5808,1.29,1.1,NA,0.613740712914267,24.6615883388305,0,0.268845693322803
"TOI-5110 b","TOI-5110","Transit",1,921.7023803,11.98240037,976,0.745,0.065,6160,2.333,1.469,NA,2.954105429623,98.2293937923121,0,0.216875143301149
"TOI-512 b","TOI-512","Transit",1,3.57,1.54,1009,0.02,-0.11,5277,0.89,0.74,127,5.38980205154939,17.0526457557978,0,0.225282144039946
"TOI-5153 b","TOI-5153","Transit",1,1036.12060682,11.88151954,906,0.091,0.12,6300,1.4,1.24,NA,3.40612916739291,104.589282818388,0,0.199042111430973
"TOI-5181 A b","TOI-5181 A","Transit",1,330.54154328,13.34989601,1585,0.15,0.208,6060,1.53,1.25,1053,0.766053610847434,55.7303931153481,0,0.372022520571676
"TOI-519 b","TOI-519","Transit",1,147.15455244,11.54525012,687,0.33,0.27,3322,0.35,0.335,NA,0.52726679937605,39.9855616589329,0,0.143250197437139
"TOI-5205 b","TOI-5205","Transit",1,343,11.6,737,0.02,0,3430,0.394,0.392,49,1.2116771392841,60.9026356940548,0,0.155988077344407
"TOI-5210 b","TOI-5210","Transit",1,81.99972901,10.72699453,1286,0.066,0.324,5723,1.209,1.105,456,0.366306817360958,30.9660065745247,0,0.295849998726212
"TOI-5218 b","TOI-5218","Transit",1,657,9.86,783,0,0.41,4230,0.708,0.739,62,3.77921314491822,91.4244276082101,0,0.167706926859094
"TOI-5232 b","TOI-5232","Transit",1,743.71847238,12.778238,1772,0.035,-0.104,6500,1.785,1.389,NA,1.9654518641121,85.4450327476003,0,0.419662191424859
"TOI-5293 A b","TOI-5293 A","Transit",1,170.4,11.9,675,0.38,-0.03,3586,0.52,0.54,34.6,0.55756495381148,42.381794093552,0,0.140193106259394
"TOI-530 b","TOI-530","Transit",1,127.1313628,9.30345398,565,0,0.376,3659,0.54,0.53,NA,0.870536175504107,41.4020901870732,0,0.112169770463404
"TOI-5300 b","TOI-5300","Transit",1,190.6970442,9.86390302,1043,0,-0.17,4610,0.65,0.67,198,1.09563107673588,49.2453928782947,0,0.233943902376888
"TOI-5301 b","TOI-5301","Transit",1,1182.32167404,13.09208946,1648,0.33,0.03,6240,2.19,1.483,NA,2.90519655229298,106.434240654768,0,0.388072249254834
"TOI-532 b","TOI-532","Transit",1,61.5,5.82,867,0,0.338,3927,0.612,0.639,94.1,1.72017615655698,36.4077707803688,0,0.189106565103304
"TOI-5322 b","TOI-5322","Transit",1,184.02264765,16.6117094,1350,0.055,-0.048,5692,1.462,0.998,554,0.221357918004419,37.2774758532839,0,0.312154485007515
"TOI-5340 b","TOI-5340","Transit",1,270.15414595,15.07607904,1566,0.13,0.208,5990,1.842,1.35,1004,0.434723564040025,47.4110570563634,0,0.367182126206914
"TOI-5344 b","TOI-5344","Transit",1,130.94530368,10.60369574,689,0.054,0.425,3747,0.588,0.612,38,0.605598674406377,39.3581210774871,0,0.143759712633429
"TOI-5386 A b","TOI-5386 A","Transit",1,155.10026262,14.70618268,1488,0.072,0.182,6094,1.245,1.165,817,0.268892956043701,36.3725970230642,0,0.347311033551576
"TOI-5398 b","TOI-5398","Transit",1,58.7,10.3,947,0.13,0.09,6000,1.051,1.146,NA,0.296205548137824,26.7373561443953,0,0.209487172954933
"TOI-5398 c","TOI-5398","Transit",1,11.8,3.52,1242,0.14,0.09,6000,1.051,1.146,NA,1.49183495433415,20.5063183167796,0,0.284640664407816
"TOI-544 b","TOI-544","Transit",1,2.89,2.018,999,0,-0.17,4169,0.623,0.631,NA,1.93910407410236,13.4031341097641,0,0.222734568058492
"TOI-5542 b","TOI-5542","Transit",1,419.53349724,11.30986153,441,0.018,-0.21,5700,1.058,0.89,9.6,1.59904814844772,68.2138716916105,0,0.0805798282933788
"TOI-5573 b","TOI-5573","Transit",1,112,9.75,528,0.072,0.42,3790,0.594,0.619,12.92,0.666301724573914,37.9598708489873,0,0.102743739332026
"TOI-558 b","TOI-558","Transit",1,1147.36054927,12.17295304,1061,0.298,-0.004,6466,1.496,1.349,NA,3.50734780712466,108.735162010775,0,0.238529539143505
"TOI-559 b","TOI-559","Transit",1,1910.14872607,12.22899794,1180,0.151,-0.069,5925,1.233,1.026,NA,5.75918897819563,139.976837844521,0,0.268845693322803
"TOI-5592 b","TOI-5592","Transit",1,285.72773789,17.14974047,1789,0.062,-0.013,6237,1.393,1.194,1712,0.312353594537944,45.7157077836213,0,0.42399307059333
"TOI-561 b","TOI-561","Transit",1,2.02,1.397,2319,0,NA,NA,0.843,0.806,4709,4.0853466468849,13.4677642120152,0,0.559014597610374
"TOI-561 c","TOI-561","Transit",1,5.93,2.865,802,0.023,NA,NA,0.843,0.806,67.5,1.39042502684424,16.1132466940306,0,0.172547321223855
"TOI-561 d","TOI-561","Transit",1,13.33,2.615,600,0.111,NA,NA,0.843,0.806,21.2,4.11037865420599,25.2869966356776,0,0.121086286398492
"TOI-561 e","TOI-561","Transit",1,12.4,2.517,416,0.074,NA,NA,0.843,0.806,4.89,4.2878422601792,24.8592062439943,0,0.0742108883397447
"TOI-5616 b","TOI-5616","Transit",1,624,10.78,939,0,0.14,3996,0.646,0.666,137,2.74659780660576,85.2120350014651,0,0.20744911216977
"TOI-5634 A b","TOI-5634 A","Transit",1,588,10.42,837,0,-0.27,3896,0.54,0.556,77,2.86576735363487,84.134249726062,0,0.181463837158943
"TOI-564 b","TOI-564","Transit",1,464.98529,11.43318,1714,0.072,0.143,5640,1.088,0.998,1423,1.71555581805986,71.4256348536366,0,0.404886250732428
"TOI-5678 b","TOI-5678","Transit",1,20,4.91,513,0.14,0,5485,0.938,0.905,NA,0.931648911875382,22.604363077569,0,0.0989223753598451
"TOI-5688 A b","TOI-5688 A","Transit",1,124,10.3,742,0.128,0.47,3713,0.57,0.6,50.3,0.625715297599492,38.8606672139154,0,0.157261865335134
"TOI-5720 b","TOI-5720","Transit",1,4.3,1.09,708,NA,0.03,3325,0.383,0.383,41.7,18.3086247489438,22.2453376209839,0,0.148600106998191
"TOI-5786 b","TOI-5786","Transit",1,73,8.54,1040,NA,0.08,6235,1.36,1.23,NA,0.646272996251224,32.7454163980544,0,0.233179629582452
"TOI-5795 b","TOI-5795","Transit",1,23.66,5.62,1136.78,0.25,-0.27,5715,1.082,0.901,NA,0.73497498044104,22.9803815447668,0,0.257835069930961
"TOI-5800 b","TOI-5800","Transit",1,9.5,2.46,1108,0.3,-0.04,4850,0.773,0.778,NA,3.51872272440749,22.0096061806576,0,0.250503146256337
"TOI-5817 b","TOI-5817","Transit",1,10.3,3.08,950,0.2,-0.24,5770,1.427,0.97,NA,1.94380116004758,20.4814772194515,0,0.210251445749369
"TOI-5882 b","TOI-5882","Transit",1,6995.40323807,11.46678726,1515,0.0339,0.18,5920,2.26,1.334,NA,25.5831636986407,276.632704029996,0,0.354189488701501
"TOI-6008 b","TOI-6008","Transit",1,4,1.03,707,NA,0.3,3075,0.242,0.23,41.5,20.1843644386933,22.0713758308802,0,0.148345349400046
"TOI-6016 b","TOI-6016","Transit",1,371.85923619,13.67495645,1890,0,0.28,6110,1.51,1.31,940,0.80180263449546,58.4042341125556,0,0.449723588006012
"TOI-6034 b","TOI-6034","Transit",1,254,11.92,714,0.04,-0.09,3635,0.489,0.514,43,0.826935644261746,51.7007392882638,0,0.150128652587063
"TOI-6038 A b","TOI-6038 A","Transit",1,78.5,6.41,1439,NA,0.124,6110,1.648,1.291,716,1.64347207794479,39.1943833729722,0,0.334827911242453
"TOI-6130 b","TOI-6130","Transit",1,333.71982735,14.3474953,1750,0.036,0.28,6110,1.51,1.31,1150,0.623046554310854,54.0158210971937,0,0.414057524265661
"TOI-615 b","TOI-615","Transit",1,138.25535705,18.97680433,1666,0.39,-0.1,6850,1.732,1.449,1286,0.111552547107601,30.2306487285601,0,0.392657886021451
"TOI-622 b","TOI-622","Transit",1,96.30200732,9.2362001,1388,0.42,0.09,6400,1.415,1.313,602,0.673941347204043,36.1650463373453,0,0.321835273737039
"TOI-628 b","TOI-628","Transit",1,2011.8639,11.88154,1586,0.072,0.258,6250,1.345,1.311,NA,6.61374058647823,145.740734659074,0,0.372277278169821
"TOI-6324 b","TOI-6324","Transit",1,1.17,1.059,1216,0,-0.32,3247,0.293,0.269,NA,5.43206231244307,11.7723447954519,0,0.278016966856036
"TOI-6383 A b","TOI-6383 A","Transit",1,331,11.29,745,0.05,NA,3444,0.457,0.458,51.3,1.2682735339025,60.6436103447194,0,0.15802613812957
"TOI-640 b","TOI-640","Transit",1,181.16219199,19.2794468,1816,0.013,0.072,6460,2.082,1.536,NA,0.139396100220243,34.3324283188566,0,0.430871525743255
"TOI-654.01","TOI-654","Transit",1,8.71,2.378,794,0,0.12,3521,0.43,0.419,65,3.57148940354435,21.4348858492622,0,0.170509260438693
"TOI-6628 b","TOI-6628","Transit",1,235.19302118,10.98480109,833,0.67,0.36,5463,1.01,0.97,NA,0.97839584785632,51.8243829087713,0,0.180444806766362
"TOI-663 b","TOI-663","Transit",1,4.45,2.27,674,NA,0.07,3681,0.512,0.514,49.1,2.09772812589258,15.6814096282673,0,0.139938348661249
"TOI-663 c","TOI-663","Transit",1,3.65,2.26,553,NA,0.07,3681,0.512,0.514,22.3,1.74354960887714,14.2334518105229,0,0.10911267928566
"TOI-663 d","TOI-663","Transit",1,5.2,1.92,482,NA,0.07,3681,0.512,0.514,12.9,4.05103895399306,18.4318564809227,0,0.0910248898173388
"TOI-6651 b","TOI-6651","Transit",1,61,5.09,1493,0.091,0.225,5940,1.721,1.323,817,2.55060525290734,38.7725218155478,0,0.348584821542302
"TOI-669 b","TOI-669","Transit",1,10,2.58606487,1124.85,0,0.001,5597,0.9882,0.9245,NA,3.18822173101328,22.0241073541245,0,0.254795811785086
"TOI-6695 b","TOI-6695","Transit",1,66.74396547,9.52763359,599,0.04,0.2,6400,1.517,1.338,NA,0.425523576019885,29.6436380710453,0,0.120831528800346
"TOI-674 b","TOI-674","Transit",1,23.6,5.25,635,0,0.17,3514,0.42,0.42,38.4,0.899292257855523,23.7462137332811,0,0.13000280233358
"TOI-6894 b","TOI-6894","Transit",1,53.39517238,9.5836785,417.9,0.029,0.142,3007,0.2276,0.207,5.54,0.334481456861609,26.4364357095584,0,0.0746949277762209
"TOI-7149 b","TOI-7149","Transit",1,224,13.2,593,0.078,-0.08,3363,0.351,0.344,20.6,0.537023123799983,46.1376070887816,0,0.119302983211474
"TOI-733 b","TOI-733","Transit",1,5.72,1.992,1055.8,0.046,-0.04,5585,0.949,0.956,207.1,3.99020113939087,18.97891453132,0,0.237204799633149
"TOI-757 b","TOI-757","Transit",1,10.5,2.5,641,0.39,-0.27,5278,0.78,0.8,NA,3.705408,22.9531697157495,0,0.131531347922452
"TOI-762 A b","TOI-762 A","Transit",1,79.77493016,8.33948164,555.4,0.083,0.357,3266,0.425,0.442,NA,0.758430908811634,34.6403052655394,0,0.109724097521209
"TOI-763 b","TOI-763","Transit",1,9.79,2.28,1038,0.04,0.01,5450,0.897,0.917,NA,4.55454411073853,23.2082260068702,0,0.232670114386162
"TOI-763 c","TOI-763","Transit",1,9.32,2.63,800,0.04,0.01,5450,0.897,0.917,NA,2.82498033279046,21.0837619748328,0,0.172037806027565
"TOI-771 b","TOI-771","Transit",1,2.47,1.36,543,0.055,-0.13,3370,0.232,0.22,14,5.41435827142276,15.0937462702468,0,0.106565103304206
"TOI-776 b","TOI-776","Transit",1,5,1.798,520,0.052,-0.21,3725,0.547,0.542,NA,4.74315922514452,18.677045687022,0,0.100705678546863
"TOI-776 c","TOI-776","Transit",1,6.9,2.047,420,0.089,-0.21,3725,0.547,0.542,NA,4.4357016210725,20.5628660617667,0,0.0752299187323262
"TOI-778 b","TOI-778","Transit",1,878,15.4,1561,0.21,0,6643,1.71,1.4,NA,1.32555916001691,84.5677780889926,0,0.365908338216187
"TOI-782 b","TOI-782","Transit",1,19.1,2.734,435,0.19,0.34,3370,0.413,0.397,5.91,5.15352750561295,29.6029813243849,0,0.0790512827045066
"TOI-815 b","TOI-815","Transit",1,7.6,2.94,686,0.2,-0.09,4869,0.77,0.776,36.9,1.64906723483507,18.0074058838764,0,0.142995439838993
"TOI-815 c","TOI-815","Transit",1,23.5,2.62,469,0.22,-0.09,4869,0.77,0.776,8.03,7.20494633001956,33.5429541184489,0,0.0877130410414491
"TOI-824 b","TOI-824","Transit",1,18.467,2.926,1253,NA,-0.092,4600,0.695,0.71,412,4.06480901969616,28.1370807121987,0,0.287442997987415
"TOI-836 b","TOI-836","Transit",1,4.53,1.704,871,0.053,-0.284,4552,0.665,0.678,78.838,5.04842829874839,18.2613267956638,0,0.190125595495886
"TOI-836 c","TOI-836","Transit",1,9.6,2.587,665,0.078,-0.284,4552,0.665,0.678,26.707,3.05737499020011,21.5752295369234,0,0.137645530277941
"TOI-837 b","TOI-837","Transit",1,120.45696625,9.16894621,995.3,NA,0.01,5995,1.052,1.142,164,0.861668879660086,40.5951612440509,0,0.221791964945354
"TOI-858 B b","TOI-858 B","Transit",1,349.6112477,14.06727078,1529,0.15,0.153,5842,1.308,1.081,908.9,0.692504526298295,55.8349070132547,0,0.357756095075536
"TOI-892 b","TOI-892","Transit",1,301.9385,11.99363,1397,0.125,0.24,6261,1.39,1.28,NA,0.965013334422827,56.1955525513408,0,0.324128092120347
"TOI-905 b","TOI-905","Transit",1,211.99261,13.125739,1192,0.024,0.14,5570,0.918,0.968,337,0.516911495979704,45.0107761121352,0,0.271902784500548
"TOI-908 b","TOI-908","Transit",1,16.137,3.186,1317,0.132,0.08,5626,1.028,0.95,80.884,2.75139058211834,25.206151163896,0,0.303747484268718
"TOI-954 b","TOI-954","Transit",1,55.30242,9.550068,1526,0.14,0.215,5710,1.892,1.201,1393,0.350099512604245,26.9517431268362,0,0.3569918222811
"TOI-969 b","TOI-969","Transit",1,9.1,2.765,941,NA,0.175,4435,0.671,0.734,188,2.37368315152947,20.3184769687374,0,0.207958627366061
"TYC 8998-760-1 c","TYC 8998-760-1","Imaging",1,1906.98,12.3299,1240,NA,NA,NA,NA,1,NA,5.60963025936024,139.287234161766,0,0.284131149211525
"TrES-5 b","TrES-5","Transit",1,568.9157,13.383546,1480,NA,0.2,5171,0.868,0.901,NA,1.30858245390247,73.0224473293418,0,0.345272972766413
"VHS J125601.92-125723.9 b","VHS J125601.92-125723.9","Imaging",1,5085.254512,13.67495645,1194,0.68,NA,NA,NA,NA,NA,10.9648223520747,215.978934150792,0,0.272412299696838
"WASP-10 b","WASP-10","Transit",1,1001.12,12.106,1370,NA,0.03,4675,0.698,0.75,NA,3.11136448908594,101.849935123456,0,0.317249636970423
