"pl_name","WRI_weighted","WRI_temp_only","WRI_difference"
"HAT-P-25 b",0.215039560531354,0.269355208519094,-0.05431564798774
"HAT-P-28 b",0.253521794631593,0.320816243344458,-0.067294448712865
"HAT-P-32 b",0.32753533345313,0.435890250426719,-0.108354916973589
"HAT-P-36 b",0.364831090741077,0.421947367080223,-0.057116276339146
"HAT-P-37 b",0.253811360678347,0.292028634754032,-0.038217274075685
"HAT-P-38 b",0.185727651773281,0.243879448704558,-0.058151796931277
"HAT-P-39 b",0.314350920959554,0.414567039461952,-0.100216118502398
"HAT-P-4 b",0.310381449395358,0.397753037984358,-0.087371588589
"HAT-P-42 b",0.275907907960938,0.332025577662854,-0.056117669701916
"HAT-P-44 b",0.187715965687684,0.250503146256337,-0.062787180568653
"HAT-P-45 b",0.309037592725991,0.389091279647415,-0.080053686921424
"HAT-P-46 b",0.259700125270668,0.339668305607215,-0.079968180336547
"HAT-P-50 b",0.366138353883335,0.442590375257942,-0.076452021374607
"HAT-P-51 b",0.196824004336658,0.265839553664688,-0.06901554932803
"HAT-P-52 b",0.236593070804408,0.278526482052327,-0.041933411247919
"HAT-P-53 b",0.353339349185918,0.421190737013731,-0.067851387827813
"HAT-P-54 b",0.161772798534821,0.176623442794181,-0.01485064425936
"HAT-P-55 b",0.246669309803141,0.316485364175987,-0.069816054372846
"HAT-P-58 b",0.283275659785407,0.381448551703055,-0.0981728919176481
"HAT-P-59 b",0.268571218739241,0.29376098642142,-0.025189767682179
"HAT-P-60 b",0.316216588847669,0.419662191424859,-0.10344560257719
"HAT-P-61 b",0.304360860108268,0.351641912720047,-0.047281052611779
"HAT-P-62 b",0.286921039652729,0.353425215907064,-0.066504176254335
"HAT-P-63 b",0.227816348464372,0.283366876417089,-0.055550527952717
"HAT-P-64 b",0.314354201269327,0.418133645835987,-0.10377944456666
"HAT-P-65 b",0.324272365793562,0.431381040939546,-0.107108675145984
"HAT-P-66 b",0.347682224418281,0.451252133594884,-0.103569909176603
"HAT-P-67 b",0.326094222146862,0.453035436781902,-0.12694121463504
"HAT-P-68 b",0.195049838652885,0.230071586885079,-0.035021748232194
"HAT-P-69 b",0.41243696341025,0.459913891931827,-0.047476928521577
"HAT-P-70 b",0.564324964004204,0.620920693959697,-0.056595729955493
"HAT-P-9 b",0.283722187826525,0.360558428655135,-0.07683624082861
"HATS-1 b",0.285399358911168,0.314447303390824,-0.029047944479656
"HATS-10 b",0.259243642083694,0.326675668101801,-0.067432026018107
"HATS-13 b",0.223616831968559,0.285150179604107,-0.061533347635548
"HATS-14 b",0.256257573456623,0.293302422744758,-0.037044849288135
"HATS-15 b",0.328719931088008,0.351641912720047,-0.022921981632039
"HATS-16 b",0.359091766415296,0.373805823758694,-0.014714057343398
"HATS-17 b",0.193248571978295,0.1756044124016,0.017644159576695
"HATS-18 b",0.419965686169001,0.495447481721142,-0.075481795552141
"HATS-2 b",0.314247271094487,0.363106004636588,-0.048858733542101
"HATS-22 b",0.230934744547403,0.186813746719996,0.044120997827407
"HATS-23 b",0.31692469689206,0.389600794843706,-0.072676097951646
"HATS-24 b",0.441984756816501,0.520036685094133,-0.078051928277632
"HATS-25 b",0.231932570563915,0.293557180342904,-0.061624609778989
"HATS-26 b",0.344687987427376,0.456856800754082,-0.112168813326706
"HATS-27 b",0.295237223665521,0.390874582834433,-0.095637359168912
"HATS-28 b",0.231518352693662,0.287442997987415,-0.055924645293753
"HATS-29 b",0.221732259756812,0.276997936463455,-0.055265676706643
"HATS-3 b",0.315196135763164,0.388072249254834,-0.07287611349167
"HATS-30 b",0.263466693204326,0.328458971288819,-0.064992278084493
"HATS-31 b",0.336429729189411,0.432654828930273,-0.096225099740862
"HATS-32 b",0.274140615737302,0.334318396046162,-0.06017778030886
"HATS-33 b",0.282364390258983,0.332280335260999,-0.049915945002016
"HATS-34 b",0.271993042809805,0.336356456831325,-0.06436341402152
"HATS-35 b",0.390275427146003,0.487172954933381,-0.096897527787378
"HATS-37 A b",0.173641767469178,0.244643721498994,-0.071001954029816
"HATS-38 b",0.208220644757593,0.297888059511375,-0.089667414753782
"HATS-39 b",0.29562347851444,0.387307976460398,-0.091684497945958
"HATS-4 b",0.27307146304787,0.303237969072428,-0.030166506024558
"HATS-40 b",0.409085573299424,0.503477441214684,-0.0943918679152599
"HATS-41 b",0.467141396731331,0.403867220339847,0.063274176391484
"HATS-42 b",0.375391933125654,0.44106182966907,-0.065669896543416
"HATS-43 b",0.163367354787057,0.223753598451074,-0.060386243664017
"HATS-44 b",0.212396536513565,0.264005298958041,-0.051608762444476
"HATS-45 b",0.279975288542733,0.354953761495937,-0.074978472953204
"HATS-46 b",0.170391787210266,0.236746235956487,-0.066354448746221
"HATS-47 b",0.143409624896877,0.185514482969455,-0.042104858072578
"HATS-48 A b",0.160604422162249,0.211423330700838,-0.050818908538589
"HATS-49 b",0.148156663889858,0.180903370443023,-0.032746706553165
"HATS-5 b",0.170527347798356,0.229358265610272,-0.058830917811916
"HATS-51 b",0.286510829835996,0.363870277431024,-0.077359447595028
"HATS-52 b",0.380092128985821,0.435457162509872,-0.055365033524051
"HATS-53 b",0.23605865334259,0.302473696277991,-0.066415042935401
"HATS-54 b",0.272932029718393,0.332280335260999,-0.059348305542606
"HATS-55 b",0.261068180963307,0.316485364175987,-0.05541718321268
"HATS-56 b",0.340763855201067,0.452780679183757,-0.11201682398269
"HATS-57 b",0.331754825797551,0.328306116729931,0.00344870906762001
"HATS-58 A b",0.33573311095775,0.406669553919446,-0.070936442961696
"HATS-59 b",0.215593396034863,0.255598298219244,-0.040004902184381
"HATS-6 b",0.116570566263477,0.149822943469289,-0.033252377205812
"HATS-60 b",0.283390847523815,0.35750133747739,-0.074110489953575
"HATS-61 b",0.29868084809248,0.280590018597305,0.018090829495175
"HATS-62 b",0.202526390844598,0.283366876417089,-0.080840485572491
"HATS-63 b",0.269514264159552,0.324459276997936,-0.054945012838384
"HATS-64 b",0.332648972064839,0.425012100985912,-0.092363128921073
"HATS-65 b",0.301730350431612,0.384505642880799,-0.082775292449187
"HATS-66 b",0.462330798905104,0.477237408605712,-0.014906609700608
"HATS-67 b",0.420429923180076,0.526915140244058,-0.106485217063982
"HATS-68 b",0.34354303346523,0.411764705882353,-0.068221672417123
"HATS-69 b",0.241931086293937,0.298321147428222,-0.056390061134285
"HATS-7 b",0.177910839761913,0.244388963900848,-0.066478124138935
"HATS-70 b",0.684560575801773,0.663719970448119,0.020840605353654
"HATS-71 b",0.0958184216876996,0.117723486102973,-0.0219050644152734
"HATS-72 b",0.110101810008325,0.156574019820141,-0.046472209811816
"HATS-74 A b",0.198654124800704,0.196265253611189,0.002388871189515
"HATS-75 b",0.1415484301928,0.164981020558938,-0.023432590366138
"HATS-76 b",0.235647772555476,0.207652918248287,0.027994854307189
"HATS-77 b",0.178170599509656,0.179247446055079,-0.001076846545423
"HATS-8 b",0.217663738964778,0.305530787455736,-0.087867048490958
"HD 106315 b",0.188710818923216,0.261967238172878,-0.073256419249662
"HD 106315 c",0.13252170349504,0.193946959468066,-0.061425255973026
"HD 110067 b",0.113018721527544,0.172037806027565,-0.059019084500021
"HD 110067 c",0.0943517429745516,0.146307288614883,-0.0519555456403314
"HD 110067 d",0.0776805184967851,0.121595801594783,-0.0439152830979979
"HD 110067 e",0.0604789063968,0.104017527322752,-0.043538620925952
"HD 110067 f",0.0516888812882602,0.0928081930043563,-0.0411193117160961
"HD 110067 g",0.048518356597622,0.0803250706952335,-0.0318067140976115
"HD 110113 b",0.217799881852978,0.317504394568568,-0.09970451271559
"HD 118203 b",0.299433673935076,0.314956818587114,-0.015523144652038
"HD 135344 A b",0.437950941430374,0.372022520571676,0.065928420858698
"HD 136352 b",0.134115132127663,0.198787353832828,-0.064672221705165
"HD 136352 c",0.0951270896570041,0.140702621455685,-0.0455755317986809
"HD 136352 d",0.0477534937899795,0.0780322523119252,-0.0302787585219457
