"pl_name","hostname","discoverymethod","default_flag","pl_eqt","pl_insol","pl_eqt_est","pl_orbeccen","st_met","st_teff","st_rad","st_mass","T_used","can_hold_water_temp","WRI_temp_prob"
"TOI-3837 b","TOI-3837","Transit",1,1178,NA,1178,0.221,-0.26,5905,1.2,0.89,1178,0,4.00226397942323e-06
"TOI-3856 b","TOI-3856","Transit",1,1544,949,1544,0.083,0.454,5622,1.055,1.096,1544,0,2.32089165830222e-08
"TOI-3877 b","TOI-3877","Transit",1,1445,729,1445,0.22,0.269,5731,1.445,1.16,1445,0,9.34654345872911e-08
"TOI-3884 b","TOI-3884","Transit",1,441,6.29,441,0.06,0.04,3180,0.302,0.298,441,0,0.113234045606929
"TOI-3894 b","TOI-3894","Transit",1,1531,NA,1531,0.05,0.021,6000,1.502,1.138,1531,0,2.78675513502453e-08
"TOI-3912 b","TOI-3912","Transit",1,1512,872.2,1512,0,0.187,5725,1.392,1.088,1512,0,3.64090365401343e-08
"TOI-3919 b","TOI-3919","Transit",1,1198,NA,1198,0.259,0.175,6100,1.319,1.208,1198,0,3.02054078054734e-06
"TOI-3976 A b","TOI-3976 A","Transit",1,1295,469,1295,0,0.182,5975,1.501,1.254,1295,0,7.71456838311954e-07
"TOI-3980 b","TOI-3980","Transit",1,1621,1153,1621,0.16,0.188,5840,1.626,1.24,1621,0,7.85420586061032e-09
"TOI-3984 A b","TOI-3984 A","Transit",1,563,16.7,563,0.23,0.18,3476,0.47,0.49,563,0,0.0224267558995946
"TOI-4010 b","TOI-4010","Transit",1,1441,714,1441,0.03,0.37,4960,0.83,0.88,1441,0,9.88770083745429e-08
"TOI-4010 c","TOI-4010","Transit",1,907,112,907,0.03,0.37,4960,0.83,0.88,907,0,0.000181271456727475
"TOI-4010 d","TOI-4010","Transit",1,650,30,650,0.07,0.37,4960,0.83,0.88,650,0,0.00669937881915448
"TOI-4010 e","TOI-4010","Radial Velocity",1,174,0.15,174,0.26,0.37,4960,0.83,0.88,174,0,0.845391470218786
"TOI-406 c","TOI-406","Transit",1,584,19,584,0.032,-0.02,3392,0.41,0.408,584,0,0.0167854474123051
"TOI-406.01","TOI-406","Transit",1,368,3,368,0.056,-0.02,3392,0.41,0.408,368,0,0.26290541774822
"TOI-4087 b","TOI-4087","Transit",1,1458,753.9,1458,0,0.237,6060,1.112,1.178,1458,0,7.78407643806547e-08
"TOI-411 b","HD 22946","Transit",1,1241,495.139,1241,NA,-0.08,6169,1.117,1.098,1241,0,1.6493361389915e-06
"TOI-411 c","HD 22946","Transit",1,931,156.75,931,NA,-0.08,6169,1.117,1.098,931,0,0.000129326118821224
"TOI-4127 b","TOI-4127","Transit",1,605.1,22.3,605.1,0.7471,0.14,6096,1.293,1.23,605.1,0,0.0125275452702668
"TOI-4137 b","TOI-4137","Transit",1,1570,1013,1570,0,0.182,6202,1.438,1.313,1570,0,1.60978168408393e-08
"TOI-4145 A b","TOI-4145 A","Transit",1,1074,223,1074,0,0.168,5281,0.859,0.905,1074,0,1.72922503418585e-05
"TOI-4153 b","TOI-4153","Transit",1,1669,NA,1669,0.039,0.317,6860,1.605,1.572,1669,0,3.99733728463041e-09
"TOI-4155 b","TOI-4155","Transit",1,1255,NA,1255,NA,0.11,5724,0.95,1.16,1255,0,1.35442289354396e-06
"TOI-4184 b","TOI-4184","Transit",1,412,4.8,412,NA,-0.27,3238,0.2347,0.2109,412,0,0.161101174420166
"TOI-4201 b","TOI-4201","Transit",1,725,45.2,725,0.041,0.52,3794,0.63,0.61,725,0,0.00234209780304092
"TOI-421 b","TOI-421","Transit",1,922,NA,922,0.13,-0.044,5291,0.866,0.833,922,0,0.000146783863731705
"TOI-421 c","TOI-421","Transit",1,635,NA,635,0.19,-0.044,5291,0.866,0.833,635,0,0.00826071116173178
"TOI-4214 b","TOI-4214","Transit",1,1642,1210,1642,0.17,0.294,6370,1.434,1.382,1642,0,5.84480135057159e-09
"TOI-4308 b","TOI-4308","Transit",1,763.05,NA,763.05,NA,NA,5243,0.7934,0.9,763.05,0,0.00137246286658343
"TOI-431 b","TOI-431","Transit",1,1862,NA,1862,0,0.2,4850,0.731,0.78,1862,0,2.64444034368061e-10
"TOI-431 c","TOI-431","Radial Velocity",1,867,NA,867,0,0.2,4850,0.731,0.78,867,0,0.000318209282788435
"TOI-431 d","TOI-431","Transit",1,633,NA,633,0,0.2,4850,0.731,0.78,633,0,0.00849448779817572
"TOI-4336 A b","TOI-4336 A","Transit",1,308,1.5,308,NA,-0.209,3298,0.328,0.331,308,1,0.453473493045821
"TOI-4342 b","TOI-4342","Transit",1,633.6,26.9,633.6,NA,NA,3901,0.599,0.6296,633.6,0,0.00842367435688321
"TOI-4342 c","TOI-4342","Transit",1,508.9,11.18,508.9,NA,NA,3901,0.599,0.6296,508.9,0,0.0468168856511701
"TOI-4364 b","TOI-4364","Transit",1,488,NA,488,0.29,0.148,3528,0.4684,0.487,488,0,0.061833992851214
"TOI-4406 b","TOI-4406","Transit",1,904,NA,904,0.15,0.1,6219,1.29,1.19,904,0,0.000189085944992904
"TOI-4438 b","TOI-4438","Transit",1,435,6,435,0.14,-0.19,3422,0.372,0.368,435,0,0.121992387359851
"TOI-444 b","TOI-444","Transit",1,609,NA,609,NA,0.08,5225,0.779,0.96,609,0,0.0118665212507003
"TOI-4443.01","TOI-4443","Transit",1,1638.82,1194.2104,1638.82,NA,NA,5834,1.01733,1.049133,1638.82,0,6.11227613439156e-09
"TOI-4463 A b","TOI-4463 A","Transit",1,1395,633,1395,0,0.25,5640,1.062,1.056,1395,0,1.88888109878354e-07
"TOI-4465 b","TOI-4465","Transit",1,427,NA,427,0.24,-0.06,5545,1.014,0.93,427,0,0.13457180304446
"TOI-4479 b","TOI-4479","Transit",1,861,92.5,861,NA,0,3400,0.451,0.452,861,0,0.000346231921922603
"TOI-4487 A b","TOI-4487 A","Transit",1,1639,1203,1639,0.083,0.216,6206,1.634,1.378,1639,0,6.09681438165578e-09
"TOI-4495.01","TOI-4495","Transit",1,1382.67,346.626,1382.67,NA,NA,6156,1.34,1.168817,1382.67,0,2.24674679629684e-07
"TOI-451 b","TOI-451","Transit",1,1491,NA,1491,0,NA,5550,0.879,0.95,1491,0,4.8926224864748e-08
"TOI-451 c","TOI-451","Transit",1,875,NA,875,0,NA,5550,0.879,0.95,875,0,0.000284340666372843
"TOI-451 d","TOI-451","Transit",1,722,NA,722,0,NA,5550,0.879,0.95,722,0,0.00244283643844877
"TOI-4515 b","TOI-4515","Transit",1,705,NA,705,0.461,0.05,5433,0.86,0.949,705,0,0.00310095890721553
"TOI-4527.01","TOI-4527","Transit",1,1362.93,571.5072,1362.93,NA,NA,3702,0.485948,0.483901,1362.93,0,2.96610604516065e-07
"TOI-4559 b","TOI-4559","Transit",1,554.16,15.77,554.16,NA,-0.09,3558,0.374,0.392,554.16,0,0.0253221245021771
"TOI-4600 b","TOI-4600","Transit",1,347,NA,347,0.25,0.16,5170,0.81,0.89,347,1,0.324005309590768
"TOI-4600 c","TOI-4600","Transit",1,191,NA,191,0.21,0.16,5170,0.81,0.89,191,0,0.811485560806375
"TOI-4602.01","TOI-4602","Transit",1,1380.27,603.6935,1380.27,NA,NA,6011.9,1.15664,1.116795,1380.27,0,2.32391747720091e-07
"TOI-4603 b","TOI-4603","Transit",1,1677,1192,1677,0.325,0.342,6264,2.738,1.765,1677,0,3.57175953996917e-09
"TOI-4633 c","TOI-4633","Transit",1,NA,1.56,311.247842081283,0.117,NA,5800,1.05,1.1,311.247842081283,1,0.442173106773002
"TOI-4638.01","TOI-4638","Transit",1,NA,87.81,852.532990301946,NA,NA,5700,0.895,1.02,852.532990301946,0,0.00039002333590805
"TOI-470 b","TOI-470","Transit",1,660,NA,660,NA,0.1,5190,0.831,0.87,660,0,0.00582513348614466
"TOI-4734 b","TOI-4734","Transit",1,1468,775,1468,0.12,0.288,6070,1.857,1.391,1468,0,6.76233014749569e-08
"TOI-4791 b","TOI-4791","Transit",1,1472,783.2,1472,0,0.207,6058,1.409,1.242,1472,0,6.39222540575999e-08
"TOI-4794 b","TOI-4794","Transit",1,1673,1310,1673,0.1,-0.102,6390,1.451,1.25,1673,0,3.77856157565602e-09
"TOI-480 b","TOI-480","Transit",1,1198.94,NA,1198.94,0,0.164,6174,1.4877,1.2793,1198.94,0,2.98085130502722e-06
"TOI-481 b","TOI-481","Transit",1,1370,NA,1370,0.153,0.26,5735,1.66,1.14,1370,0,2.68522945573675e-07
"TOI-4860 b","TOI-4860","Transit",1,694,42.5,694,0.008,0.27,3260,0.358,0.34,694,0,0.0036181987453947
"TOI-4914 b","TOI-4914","Transit",1,894,NA,894,0.408,-0.13,5805,1,1.03,894,0,0.000217649446672033
"TOI-4961 b","TOI-4961","Transit",1,919,115,919,0.182,0.206,5380,0.912,0.912,919,0,0.000153111843177338
"TOI-4994 b","TOI-4994","Transit",1,717.6,40,717.6,0.319,0.165,5640,1.055,1.005,717.6,0,0.00259845591892622
"TOI-500 b","TOI-500","Transit",1,1617,1138,1617,0.063,0.12,4440,0.678,0.74,1617,0,8.30895812910518e-09
"TOI-5005 b","TOI-5005","Transit",1,1040,226,1040,NA,0.15,5749,0.93,0.97,1040,0,2.79012317808565e-05
"TOI-5027 b","TOI-5027","Transit",1,1056,NA,1056,0.385,-0.15,5909,0.92,1.02,1056,0,2.22765872053834e-05
"TOI-5076 b","TOI-5076","Transit",1,550,NA,550,0,0.082,4780,0.844,0.789,550,0,0.0268077122155434
"TOI-5082.01","TOI-5082","Transit",1,1164.91,254.588,1164.91,NA,NA,5670,0.93,0.99665,1164.91,0,4.81170861536115e-06
"TOI-5108 b","TOI-5108","Transit",1,1180,NA,1180,NA,0.2,5808,1.29,1.1,1180,0,3.89120071595197e-06
"TOI-5110 b","TOI-5110","Transit",1,976,NA,976,0.745,0.065,6160,2.333,1.469,976,0,6.86616639207213e-05
"TOI-512 b","TOI-512","Transit",1,1009,127,1009,0.02,-0.11,5277,0.89,0.74,1009,0,4.31578700488381e-05
"TOI-5126 b","TOI-5126","Transit",1,1442,467,1442,0,0.18,6150,1.241,1.24,1442,0,9.74954270380678e-08
"TOI-5126 c","TOI-5126","Transit",1,971,96,971,0,0.18,6150,1.241,1.24,971,0,7.36660720528172e-05
"TOI-5153 b","TOI-5153","Transit",1,906,NA,906,0.091,0.12,6300,1.4,1.24,906,0,0.000183839733545793
"TOI-5181 A b","TOI-5181 A","Transit",1,1585,1053,1585,0.15,0.208,6060,1.53,1.25,1585,0,1.30346955927282e-08
"TOI-519 b","TOI-519","Transit",1,687,NA,687,0.33,0.27,3322,0.35,0.335,687,0,0.00399123501430946
"TOI-5205 b","TOI-5205","Transit",1,737,49,737,0.02,0,3430,0.394,0.392,737,0,0.00197892902597692
"TOI-5210 b","TOI-5210","Transit",1,1286,456,1286,0.066,0.324,5723,1.209,1.105,1286,0,8.75611066253134e-07
"TOI-5218 b","TOI-5218","Transit",1,783,62,783,0,0.41,4230,0.708,0.739,783,0,0.00103688506471391
"TOI-5232 b","TOI-5232","Transit",1,1772,NA,1772,0.035,-0.104,6500,1.785,1.389,1772,0,9.38275362312199e-10
"TOI-5293 A b","TOI-5293 A","Transit",1,675,34.6,675,0.38,-0.03,3586,0.52,0.54,675,0,0.00472195059050942
"TOI-530 b","TOI-530","Transit",1,565,NA,565,0,0.376,3659,0.54,0.53,565,0,0.0218179869135167
"TOI-5300 b","TOI-5300","Transit",1,1043,198,1043,0,-0.17,4610,0.65,0.67,1043,0,2.6747959675879e-05
"TOI-5301 b","TOI-5301","Transit",1,1648,NA,1648,0.33,0.03,6240,2.19,1.483,1648,0,5.37159572491729e-09
"TOI-5319 b","TOI-5319","Transit",1,695,NA,695,NA,NA,3580,0.485,0.5,695,0,0.0035678230163534
"TOI-532 b","TOI-532","Transit",1,867,94.1,867,0,0.338,3927,0.612,0.639,867,0,0.000318209282788435
"TOI-5322 b","TOI-5322","Transit",1,1350,554,1350,0.055,-0.048,5692,1.462,0.998,1350,0,3.55797438957696e-07
"TOI-5340 b","TOI-5340","Transit",1,1566,1004,1566,0.13,0.208,5990,1.842,1.35,1566,0,1.70298676162154e-08
"TOI-5344 b","TOI-5344","Transit",1,689,38,689,0.054,0.425,3747,0.588,0.612,689,0,0.00388090721496911
"TOI-5386 A b","TOI-5386 A","Transit",1,1488,817,1488,0.072,0.182,6094,1.245,1.165,1488,0,5.10357996704623e-08
"TOI-5388.01","TOI-5388","Transit",1,601.35,3.3023,601.35,NA,NA,3495,0.31,0.28572,601.35,0,0.0131973825616287
"TOI-5398 b","TOI-5398","Transit",1,947,NA,947,0.13,0.09,6000,1.051,1.146,947,0,0.00010325721438368
"TOI-5398 c","TOI-5398","Transit",1,1242,NA,1242,0.14,0.09,6000,1.051,1.146,1242,0,1.62629045242582e-06
"TOI-540 b","TOI-540","Transit",1,611,23.4,611,0,NA,3216,0.1895,0.159,611,0,0.011541023147981
"TOI-544 b","TOI-544","Transit",1,999,NA,999,0,-0.17,4169,0.623,0.631,999,0,4.96784340352277e-05
"TOI-5542 b","TOI-5542","Transit",1,441,9.6,441,0.018,-0.21,5700,1.058,0.89,441,0,0.113234045606929
"TOI-5573 b","TOI-5573","Transit",1,528,12.92,528,0.072,0.42,3790,0.594,0.619,528,0,0.0361825746040889
"TOI-558 b","TOI-558","Transit",1,1061,NA,1061,0.298,-0.004,6466,1.496,1.349,1061,0,2.07631839356995e-05
"TOI-559 b","TOI-559","Transit",1,1180,NA,1180,0.151,-0.069,5925,1.233,1.026,1180,0,3.89120071595197e-06
"TOI-5592 b","TOI-5592","Transit",1,1789,1712,1789,0.062,-0.013,6237,1.393,1.194,1789,0,7.3865574091232e-10
"TOI-561 b","TOI-561","Transit",1,2319,4709,2319,0,NA,NA,0.843,0.806,2319,0,4.26160871777687e-13
"TOI-561 c","TOI-561","Transit",1,802,67.5,802,0.023,NA,NA,0.843,0.806,802,0,0.000793827050779567
"TOI-561 d","TOI-561","Transit",1,600,21.2,600,0.111,NA,NA,0.843,0.806,600,0,0.0134470756967497
"TOI-561 e","TOI-561","Transit",1,416,4.89,416,0.074,NA,NA,0.843,0.806,416,0,0.153638700779222
"TOI-5616 b","TOI-5616","Transit",1,939,137,939,0,0.14,3996,0.646,0.666,939,0,0.000115558964818275
"TOI-5634 A b","TOI-5634 A","Transit",1,837,77,837,0,-0.27,3896,0.54,0.556,837,0,0.000485257712824267
"TOI-564 b","TOI-564","Transit",1,1714,1423,1714,0.072,0.143,5640,1.088,0.998,1714,0,2.12213264334635e-09
"TOI-5678 b","TOI-5678","Transit",1,513,NA,513,0.14,0,5485,0.938,0.905,513,0,0.0443086421253853
"TOI-5688 A b","TOI-5688 A","Transit",1,742,50.3,742,0.128,0.47,3713,0.57,0.6,742,0,0.00184473185827754
"TOI-5704 b","TOI-5704","Transit",1,949.07,NA,949.07,NA,0.428,4590,0.7575,0.73,949.07,0,0.000100293265435205
"TOI-5713 b","TOI-5713","Transit",1,347.2,2.2554,347.2,0.24,-0.03,3225,0.2992,0.2653,347.2,1,0.323389220942519
"TOI-5720 b","TOI-5720","Transit",1,708,41.7,708,NA,0.03,3325,0.383,0.383,708,0,0.00297316125140807
"TOI-5726.01","TOI-5726","Transit",1,NA,338.95,1194.97579668042,NA,NA,5874,1.106,1.06,1194.97579668042,0,3.1518516834446e-06
"TOI-5786 b","TOI-5786","Transit",1,1040,NA,1040,NA,0.08,6235,1.36,1.23,1040,0,2.79012317808565e-05
"TOI-5795 b","TOI-5795","Transit",1,1136.78,NA,1136.78,0.25,-0.27,5715,1.082,0.901,1136.78,0,7.14830013084497e-06
"TOI-5799 b","TOI-5799","Transit",1,NA,13.35,532.347864119351,NA,NA,3521,0.343,0.327,532.347864119351,0,0.034108522934884
"TOI-5800 b","TOI-5800","Transit",1,1108,NA,1108,0.3,-0.04,4850,0.773,0.778,1108,0,1.07171152149804e-05
"TOI-5803 b","TOI-5803","Transit",1,678.87,NA,678.87,NA,NA,5134,0.7625,0.87,678.87,0,0.00447280833019875
"TOI-5817 b","TOI-5817","Transit",1,950,NA,950,0.2,-0.24,5770,1.427,0.97,950,0,9.8989479435396e-05
"TOI-5882 b","TOI-5882","Transit",1,1515,NA,1515,0.0339,0.18,5920,2.26,1.334,1515,0,3.49040618408377e-08
"TOI-6000 b","TOI-6000","Transit",1,1120,NA,1120,NA,NA,3419,0.38,0.37,1120,0,9.05202513008879e-06
"TOI-6002 b","TOI-6002","Transit",1,321.4,1.6823,321.4,0.15,-0.18,3229,0.2432,0.2101,321.4,1,0.407284891525923
"TOI-6008 b","TOI-6008","Transit",1,707,41.5,707,NA,0.3,3075,0.242,0.23,707,0,0.00301516608522594
"TOI-6016 b","TOI-6016","Transit",1,1890,940,1890,0,0.28,6110,1.51,1.31,1890,0,1.78329725030658e-10
"TOI-6034 b","TOI-6034","Transit",1,714,43,714,0.04,-0.09,3635,0.489,0.514,714,0,0.00273310666267041
"TOI-6038 A b","TOI-6038 A","Transit",1,1439,716,1439,NA,0.124,6110,1.648,1.291,1439,0,1.01699182522991e-07
"TOI-6054.01","TOI-6054","Transit",1,NA,529.21,1335.7716134873,NA,NA,6112,1.612,1.15,1335.7716134873,0,4.34663814702169e-07
"TOI-6054.02","TOI-6054","Transit",1,NA,265.34,1124.02476709121,NA,NA,6112,1.612,1.15,1124.02476709121,0,8.55362730258332e-06
"TOI-6086 b","TOI-6086","Transit",1,634,26.8,634,NA,0.11,3200,0.259,0.254,634,0,0.00837679088792199
"TOI-6130 b","TOI-6130","Transit",1,1750,1150,1750,0.036,0.28,6110,1.51,1.31,1750,0,1.27871544475293e-09
"TOI-615 b","TOI-615","Transit",1,1666,1286,1666,0.39,-0.1,6850,1.732,1.449,1666,0,4.1696923446032e-09
"TOI-620 b","TOI-620","Transit",1,603.6,20.8,603.6,0.22,0.35,3708,0.55,0.577,603.6,0,0.0127913549285732
"TOI-622 b","TOI-622","Transit",1,1388,602,1388,0.42,0.09,6400,1.415,1.313,1388,0,2.08440507024973e-07
"TOI-628 b","TOI-628","Transit",1,1586,NA,1586,0.072,0.258,6250,1.345,1.311,1586,0,1.28525653485199e-08
"TOI-6324 b","TOI-6324","Transit",1,1216,NA,1216,0,-0.32,3247,0.293,0.269,1216,0,2.34469139362301e-06
"TOI-6383 A b","TOI-6383 A","Transit",1,745,51.3,745,0.05,NA,3444,0.457,0.458,745,0,0.00176861436178917
"TOI-640 b","TOI-640","Transit",1,1816,NA,1816,0.013,0.072,6460,2.082,1.536,1816,0,5.05176472524736e-10
"TOI-6478 b","TOI-6478","Transit",1,204.4,NA,204.4,NA,-0.53,3230,0.234,0.23,204.4,1,0.780937328434438
"TOI-654.01","TOI-654","Transit",1,794,65,794,0,0.12,3521,0.43,0.419,794,0,0.000888328098528982
"TOI-6628 b","TOI-6628","Transit",1,833,NA,833,0.67,0.36,5463,1.01,0.97,833,0,0.000513339325633917
"TOI-663 b","TOI-663","Transit",1,674,49.1,674,NA,0.07,3681,0.512,0.514,674,0,0.00478854366408125
"TOI-663 c","TOI-663","Transit",1,553,22.3,553,NA,0.07,3681,0.512,0.514,553,0,0.0257281194937122
"TOI-663 d","TOI-663","Transit",1,482,12.9,482,NA,0.07,3681,0.512,0.514,482,0,0.0669166907175388
"TOI-6651 b","TOI-6651","Transit",1,1493,817,1493,0.091,0.225,5940,1.721,1.323,1493,0,4.75685115512925e-08
"TOI-669 b","TOI-669","Transit",1,1124.85,NA,1124.85,0,0.001,5597,0.9882,0.9245,1124.85,0,8.45487727254363e-06
"TOI-6695 b","TOI-6695","Transit",1,599,NA,599,0.04,0.2,6400,1.517,1.338,599,0,0.0136350323674391
"TOI-6695 c","TOI-6695","Radial Velocity",1,415,NA,415,0.022,0.2,6400,1.517,1.338,415,0,0.155477372392245
"TOI-672 b","TOI-672","Transit",1,676.15,NA,676.15,NA,-0.71,3765,0.5441,0.5399,676.15,0,0.00464650729851228
"TOI-674 b","TOI-674","Transit",1,635,38.4,635,0,0.17,3514,0.42,0.42,635,0,0.00826071116173178
"TOI-6894 b","TOI-6894","Transit",1,417.9,5.54,417.9,0.029,0.142,3007,0.2276,0.207,417.9,0,0.150194294116765
"TOI-700 b","TOI-700","Transit",1,NA,4.98,416.037554790975,0.075,-0.07,3459,0.421,0.415,416.037554790975,0,0.153569997824624
"TOI-700 c","TOI-700","Transit",1,NA,2.64,354.998224713864,0.068,-0.07,3459,0.421,0.415,354.998224713864,0,0.299858773900582
"TOI-700 d","TOI-700","Transit",1,NA,0.85,267.411408149066,0.042,-0.07,3459,0.421,0.415,267.411408149066,1,0.594954814829407
"TOI-700 e","TOI-700","Transit",1,NA,1.27,295.648806232199,0.059,-0.07,3459,0.421,0.415,295.648806232199,1,0.496787775831728
"TOI-712 b","TOI-712","Transit",1,650,22.6,650,0.54,-0.02,4622,0.674,0.732,650,0,0.00669937881915448
"TOI-712 c","TOI-712","Transit",1,369.9,3.08,369.9,0.089,-0.02,4622,0.674,0.732,369.9,0,0.257757405626401
"TOI-712 d","TOI-712","Transit",1,313.6,1.6,313.6,0.073,-0.02,4622,0.674,0.732,313.6,1,0.434025662562967
"TOI-7149 b","TOI-7149","Transit",1,593,20.6,593,0.078,-0.08,3363,0.351,0.344,593,0,0.0148183982610424
"TOI-715 b","TOI-715","Transit",1,234,0.67,234,NA,-0.25,3075,0.24,0.225,234,1,0.701536985947625
"TOI-733 b","TOI-733","Transit",1,1055.8,207.1,1055.8,0.046,-0.04,5585,0.949,0.956,1055.8,0,2.23393660526717e-05
"TOI-757 b","TOI-757","Transit",1,641,NA,641,0.39,-0.27,5278,0.78,0.8,641,0,0.00759699001298335
"TOI-762 A b","TOI-762 A","Transit",1,555.4,NA,555.4,0.083,0.357,3266,0.425,0.442,555.4,0,0.0248950309901007
"TOI-763 b","TOI-763","Transit",1,1038,NA,1038,0.04,0.01,5450,0.897,0.917,1038,0,2.86975734646894e-05
"TOI-763 c","TOI-763","Transit",1,800,NA,800,0.04,0.01,5450,0.897,0.917,800,0,0.00081646617893964
"TOI-771 b","TOI-771","Transit",1,543,14,543,0.055,-0.13,3370,0.232,0.22,543,0,0.0295007994067919
"TOI-771 c","TOI-771","Radial Velocity",1,365,3,365,0.065,-0.13,3370,0.232,0.22,365,0,0.271167330652116
"TOI-776 b","TOI-776","Transit",1,520,NA,520,0.052,-0.21,3725,0.547,0.542,520,0,0.0403199282069544
"TOI-776 c","TOI-776","Transit",1,420,NA,420,0.089,-0.21,3725,0.547,0.542,420,0,0.146461550784856
"TOI-778 b","TOI-778","Transit",1,1561,NA,1561,0.21,0,6643,1.71,1.4,1561,0,1.82711816213369e-08
"TOI-782 b","TOI-782","Transit",1,435,5.91,435,0.19,0.34,3370,0.413,0.397,435,0,0.121992387359851
"TOI-813 b","TOI-813","Transit",1,610,23.1,610,0,0.1,5907,1.94,1.32,610,0,0.0117026539753655
"TOI-815 b","TOI-815","Transit",1,686,36.9,686,0.2,-0.09,4869,0.77,0.776,686,0,0.00404756480709351
"TOI-815 c","TOI-815","Transit",1,469,8.03,469,0.22,-0.09,4869,0.77,0.776,469,0,0.0792836833753904
"TOI-824 b","TOI-824","Transit",1,1253,412,1253,NA,-0.092,4600,0.695,0.71,1253,0,1.39308114588048e-06
"TOI-833 b","TOI-833","Transit",1,1118,NA,1118,NA,NA,3920,0.6,0.61,1118,0,9.31038808508101e-06
"TOI-836 b","TOI-836","Transit",1,871,78.838,871,0.053,-0.284,4552,0.665,0.678,871,0,0.000300798812717299
"TOI-836 c","TOI-836","Transit",1,665,26.707,665,0.078,-0.284,4552,0.665,0.678,665,0,0.00543153302761244
"TOI-837 b","TOI-837","Transit",1,995.3,164,995.3,NA,0.01,5995,1.052,1.142,995.3,0,5.23332508661944e-05
"TOI-858 B b","TOI-858 B","Transit",1,1529,908.9,1529,0.15,0.153,5842,1.308,1.081,1529,0,2.86629545490087e-08
"TOI-871 b","TOI-871","Transit",1,621,24.78,621,NA,-0.07,4929,0.719,0.758,621,0,0.0100413473766748
"TOI-880 c","TOI-880","Transit",1,805,NA,805,NA,0.23,5050,0.83,0.87,805,0,0.000761039024049872
"TOI-880.02","TOI-880","Transit",1,1085,NA,1085,NA,0.23,5050,0.83,0.87,1085,0,1.4812582833675e-05
"TOI-892 b","TOI-892","Transit",1,1397,NA,1397,0.125,0.24,6261,1.39,1.28,1397,0,1.83646424721851e-07
"TOI-904 b","TOI-904","Transit",1,429.43,NA,429.43,NA,0.022,3770.2,0.527,0.557,429.43,0,0.130639112433278
"TOI-904 c","TOI-904","Transit",1,217.26,NA,217.26,NA,0.022,3770.2,0.527,0.557,217.26,1,0.748415723666009
"TOI-905 b","TOI-905","Transit",1,1192,337,1192,0.024,0.14,5570,0.918,0.968,1192,0,3.28663157995232e-06
"TOI-907.01","TOI-907","Transit",1,1846.6,1729.6714,1846.6,NA,NA,6272,2.059789,1.069357,1846.6,0,3.2843111368327e-10
"TOI-908 b","TOI-908","Transit",1,1317,80.884,1317,0.132,0.08,5626,1.028,0.95,1317,0,5.6606737321282e-07
"TOI-913 b","TOI-913","Transit",1,712.01,NA,712.01,NA,-0.133,4969,0.7325,0.82,712.01,0,0.00281050207082561
"TOI-954 b","TOI-954","Transit",1,1526,1393,1526,0.14,0.215,5710,1.892,1.201,1526,0,2.98988285249625e-08
"TOI-969 b","TOI-969","Transit",1,941,188,941,NA,0.175,4435,0.671,0.734,941,0,0.000112352538709142
"TOI-969 c","TOI-969","Radial Velocity",1,96.4,0.0208,96.4,0.628,0.175,4435,0.671,0.734,96.4,0,0.94217847658221
"TRAPPIST-1 b","TRAPPIST-1","Transit",1,NA,4.153,397.571900909989,NA,NA,2566,0.1192,0.0898,397.571900909989,0,0.190458158936864
"TRAPPIST-1 c","TRAPPIST-1","Transit",1,NA,2.214,339.718817445959,NA,NA,2566,0.1192,0.0898,339.718817445959,1,0.346837433993061
"TRAPPIST-1 d","TRAPPIST-1","Transit",1,NA,1.115,286.18305559359,NA,NA,2566,0.1192,0.0898,286.18305559359,1,0.530050242765043
"TRAPPIST-1 e","TRAPPIST-1","Transit",1,NA,0.646,249.67975471572,NA,NA,2566,0.1192,0.0898,249.67975471572,1,0.653394451673316
"TRAPPIST-1 f","TRAPPIST-1","Transit",1,NA,0.373,217.646860755363,NA,NA,2566,0.1192,0.0898,217.646860755363,1,0.747389361060255
"TRAPPIST-1 g","TRAPPIST-1","Transit",1,NA,0.252,197.321920946015,NA,NA,2566,0.1192,0.0898,197.321920946015,0,0.797498807753229
"TRAPPIST-1 h","TRAPPIST-1","Transit",1,NA,0.144,171.559915055025,NA,NA,2566,0.1192,0.0898,171.559915055025,0,0.849826200509642
"TYC 3667-1280-1 b","TYC 3667-1280-1","Radial Velocity",1,1350,NA,1350,0.036,-0.08,5130,6.26,1.87,1350,0,3.55797438957696e-07
"TYC 8998-760-1 c","TYC 8998-760-1","Imaging",1,1240,NA,1240,NA,NA,NA,NA,1,1240,0,1.67270839869797e-06
"Teegarden's Star b","Teegarden's Star","Radial Velocity",1,277,1.08,277,0.03,-0.11,3034,0.12,0.097,277,1,0.562068990805242
"Teegarden's Star c","Teegarden's Star","Radial Velocity",1,209,0.35,209,0.04,-0.11,3034,0.12,0.097,209,1,0.769662985837157
"Teegarden's Star d","Teegarden's Star","Radial Velocity",1,159,0.12,159,0.07,-0.11,3034,0.12,0.097,159,0,0.871016054121902
"TrES-5 b","TrES-5","Transit",1,1480,NA,1480,NA,0.2,5171,0.868,0.901,1480,0,5.71167519641284e-08
"USco1556 b","USco1556 A","Imaging",1,2240,NA,2240,NA,NA,3410,NA,0.33,2240,0,1.2952342253469e-12
"USco1621 b","USco1621 A","Imaging",1,2270,NA,2270,NA,NA,3460,NA,0.36,2270,0,8.4921201898798e-13
