pl_name,hostname,discoverymethod,default_flag,pl_eqt,pl_insol,pl_eqt_est,pl_orbeccen,st_met,st_teff,st_rad,st_mass
HATS-9 b,HATS-9,Transit,1,1746.0,,1746.0,,0.38,5599.0,1.56,1.1
HD 101581 b,HIP 56998,Transit,1,834.0,80.0,834.0,,-0.343,4675.0,0.63,0.653
HD 101581 c,HIP 56998,Transit,1,747.0,52.0,747.0,,-0.343,4675.0,0.63,0.653
HD 106315 b,HD 106315,Transit,1,1153.0,,1153.0,0.093,-0.311,6327.0,1.296,1.091
HD 106315 c,HD 106315,Transit,1,886.0,,886.0,0.22,-0.311,6327.0,1.296,1.091
HD 106906 b,HD 106906,Imaging,1,1800.0,,1800.0,,,6516.0,,1.5
HD 109286 b,HD 109286,Radial Velocity,1,259.4,0.709,259.4,0.338,0.05,5694.0,1.089,0.98
HD 110067 b,HD 110067,Transit,1,800.0,,800.0,,-0.2,5266.0,0.788,0.798
HD 110067 c,HD 110067,Transit,1,699.0,,699.0,,-0.2,5266.0,0.788,0.798
HD 110067 d,HD 110067,Transit,1,602.0,,602.0,,-0.2,5266.0,0.788,0.798
HD 110067 e,HD 110067,Transit,1,533.0,,533.0,,-0.2,5266.0,0.788,0.798
HD 110067 f,HD 110067,Transit,1,489.0,,489.0,,-0.2,5266.0,0.788,0.798
HD 110067 g,HD 110067,Transit,1,440.0,,440.0,,-0.2,5266.0,0.788,0.798
HD 110113 b,HD 110113,Transit,1,1371.0,735.49,1371.0,0.093,0.14,5732.0,0.968,0.997
HD 110113 c,HD 110113,Radial Velocity,1,990.0,199.9,990.0,0.045,0.14,5732.0,0.968,0.997
HD 115954 b,HD 115954,Radial Velocity,1,144.9,0.064,144.9,0.487,0.34,5957.0,1.213,1.18
HD 118203 b,HD 118203,Radial Velocity,1,1361.0,,1361.0,0.3136,0.287,5742.0,2.04,1.27
HD 135344 A b,HD 135344 A,Imaging,1,1585.0,,1585.0,0.5,0.05,9540.0,1.5,
HD 135694 b,HD 135694,Transit,1,,71.8,810.6927899801823,,,5712.0,1.08,1.02
HD 136352 b,HD 136352,Radial Velocity,1,905.0,111.6,905.0,0.0,-0.24,5664.0,1.058,0.87
HD 136352 c,HD 136352,Radial Velocity,1,677.0,35.1,677.0,0.0,-0.24,5664.0,1.058,0.87
HD 136352 d,HD 136352,Radial Velocity,1,431.0,5.74,431.0,0.0,-0.24,5664.0,1.058,0.87
HD 137496 b,HD 137496,Transit,1,2130.0,,2130.0,0.0,-0.03,5799.0,1.59,1.04
HD 137496 c,HD 137496,Radial Velocity,1,370.0,,370.0,0.477,-0.03,5799.0,1.59,1.04
HD 1397 b,HD 1397,Transit,1,1228.3,356.0,1228.3,0.251,0.29,5521.0,2.336,1.324
HD 152843 b,HD 152843,Transit,1,,255.7,1113.6734892912973,0.14,-0.16,6310.0,1.43,1.15
HD 15906 b,HD 15906,Transit,1,668.0,33.14,668.0,0.11,0.02,4757.0,0.762,0.79
HD 15906 c,HD 15906,Transit,1,532.0,13.37,532.0,0.04,0.02,4757.0,0.762,0.79
HD 176986 b,HD 176986,Radial Velocity,1,,83.5,841.873459510679,0.066,0.03,4931.0,0.782,0.789
HD 176986 c,HD 176986,Radial Velocity,1,,23.5,613.1859073893411,0.111,0.03,4931.0,0.782,0.789
HD 183579 b,HD 183579,Transit,1,752.0,,752.0,0.061,-0.038,5784.0,0.96,0.996
HD 190360 b,HD 190360,Radial Velocity,1,150.0,,150.0,0.34,,,,1.0
HD 191939 b,HD 191939,Transit,1,880.0,100.0,880.0,0.031,-0.15,5348.0,0.94,0.81
HD 191939 c,HD 191939,Transit,1,600.0,21.0,600.0,0.034,-0.15,5348.0,0.94,0.81
HD 191939 d,HD 191939,Transit,1,540.0,14.3,540.0,0.031,-0.15,5348.0,0.94,0.81
HD 191939 e,HD 191939,Radial Velocity,1,390.0,3.9,390.0,0.031,-0.15,5348.0,0.94,0.81
HD 191939 g,HD 191939,Radial Velocity,1,278.0,0.99,278.0,0.03,-0.15,5348.0,0.94,0.81
HD 192310 b,HD 192310,Radial Velocity,1,355.0,,355.0,0.13,-0.04,5166.0,,0.8
HD 192310 c,HD 192310,Radial Velocity,1,185.0,,185.0,0.32,-0.04,5166.0,,0.8
HD 202772 A b,HD 202772 A,Transit,1,2132.0,3440.0,2132.0,0.038,0.3,6272.0,2.591,1.72
HD 203030 b,HD 203030,Imaging,1,1040.0,,1040.0,,,,,
HD 20329 b,HD 20329,Transit,1,2141.0,3474.0,2141.0,0.0,-0.07,5596.0,1.13,0.9
HD 206893 b,HD 206893,Imaging,1,1429.2,,1429.2,0.14,,,,1.32
HD 206893 c,HD 206893,Imaging,1,1181.9,,1181.9,0.41,,,,1.32
HD 207496 b,HD 207496,Transit,1,743.0,72.9,743.0,0.231,0.095,4819.0,0.769,0.8
HD 207897 b,HD 207897,Transit,1,581.75,,581.75,0.0,-0.03,5106.0,0.7827,0.8208
HD 211403 b,HD 211403,Radial Velocity,1,380.0,3.44,380.0,0.084,0.18,6273.0,1.206,1.2
HD 213885 b,HD 213885,Transit,1,2128.0,,2128.0,0.0,-0.04,5978.0,1.1011,1.068
HD 213885 c,HD 213885,Radial Velocity,1,1265.4,,1265.4,0.0,-0.04,5978.0,1.1011,1.068
HD 21520 b,HD 21520,Transit,1,637.0,,637.0,0.0,0.049,5871.0,1.044,1.09
HD 21749 c,GJ 143,Transit,1,701.0,,701.0,,0.003,4640.0,0.695,0.73
HD 219134 b,HD 219134,Radial Velocity,1,1015.0,176.2,1015.0,0.0,0.11,4699.0,0.778,0.81
HD 219134 c,HD 219134,Radial Velocity,1,782.0,62.1,782.0,0.062,0.11,4699.0,0.778,0.81
HD 219134 d,HD 219134,Radial Velocity,1,410.5,4.72,410.5,0.138,0.11,4699.0,0.778,0.81
HD 219134 f,HD 219134,Radial Velocity,1,522.6,12.38,522.6,0.148,0.11,4699.0,0.778,0.81
HD 219666 b,HD 219666,Transit,1,1076.0,,1076.0,0.05,,5540.0,1.059,1.02
HD 22496 b,HD 22496,Radial Velocity,1,573.0,26.0,573.0,,-0.08,4385.0,0.674,0.684
HD 22946 d,HD 22946,Transit,1,546.0,18.561,546.0,,-0.08,6169.0,1.117,1.098
HD 23472 b,HD 23472,Transit,1,543.0,16.0,543.0,0.072,-0.2,4684.0,0.71,0.67
HD 23472 c,HD 23472,Transit,1,467.0,7.96,467.0,0.063,-0.2,4684.0,0.71,0.67
HD 23472 d,HD 23472,Transit,1,909.0,117.0,909.0,0.07,-0.2,4684.0,0.71,0.67
HD 23472 e,HD 23472,Transit,1,723.0,46.7,723.0,0.07,-0.2,4684.0,0.71,0.67
HD 23472 f,HD 23472,Transit,1,630.0,26.3,630.0,0.07,-0.2,4684.0,0.71,0.67
HD 238090 b,HD 238090,Radial Velocity,1,469.6,8.1,469.6,0.3,-0.03,3933.0,0.57,0.578
HD 25463 b,HD 25463,Transit,1,1198.46,,1198.46,0.0,-0.018,6353.0,1.4182,1.251
HD 25463 c,HD 25463,Transit,1,1585.57,,1585.57,0.0,-0.018,6353.0,1.4182,1.251
HD 260655 b,HD 260655,Transit,1,709.0,42.2,709.0,0.039,-0.43,3803.0,0.439,0.439
HD 260655 c,HD 260655,Transit,1,557.0,16.1,557.0,0.038,-0.43,3803.0,0.439,0.439
HD 2685 b,HD 2685,Transit,1,2061.0,,2061.0,0.091,0.02,6801.0,1.56,1.43
HD 27969 b,HD 27969,Radial Velocity,1,261.0,0.76,261.0,0.182,0.18,5966.0,1.27,1.16
HD 28109 b,HD 28109,Transit,1,881.2,,881.2,0.3307,0.0,6120.0,1.446,1.26
HD 28109 c,HD 28109,Transit,1,585.2,,585.2,0.1203,0.0,6120.0,1.446,1.26
HD 28109 d,HD 28109,Transit,1,506.5,,506.5,0.0864,0.0,6120.0,1.446,1.26
HD 284149 AB b,HD 284149 A,Imaging,1,2395.0,,2395.0,,,6035.0,1.36,
HD 285968 b,HD 285968,Radial Velocity,1,450.0,,450.0,0.0,-0.1,,,0.5
HD 3167 b,HD 3167,Transit,1,1774.0,1650.0,1774.0,0.0,0.04,5261.0,0.88,0.837
HD 3167 c,HD 3167,Transit,1,564.0,16.9,564.0,0.06,0.04,5261.0,0.88,0.837
HD 332231 b,HD 332231,Transit,1,798.3,,798.3,0.0,0.043,6128.0,1.266,1.1642
HD 35843 c,HD 35843,Transit,1,479.0,,479.0,0.153,-0.27,5666.0,0.897,0.94
HD 42618 b,HD 42618,Radial Velocity,1,337.0,3.16,337.0,0.19,-0.09,5727.0,0.999,1.015
HD 42813 b,HD 42813,Transit,1,716.0,74.7,716.0,,0.24,5289.0,0.98,0.901
HD 48948 b,HD 48948,Radial Velocity,1,957.0,138.85,957.0,0.055,-0.21,4593.0,0.679,0.686
HD 48948 c,HD 48948,Radial Velocity,1,553.0,15.5,553.0,0.55,-0.21,4593.0,0.679,0.686
HD 48948 d,HD 48948,Radial Velocity,1,349.0,2.46,349.0,0.055,-0.21,4593.0,0.679,0.686
HD 5278 b,HD 5278,Transit,1,943.0,132.0,943.0,0.08,-0.12,6203.0,1.194,1.126
HD 56414 b,HD 56414,Transit,1,1133.0,,1133.0,0.68,0.0,8500.0,1.751,1.89
HD 6061 b,HD 6061,Transit,1,1075.31,,1075.31,0.0,-0.05,5934.0,1.0072,1.0269
HD 62364 b,HD 62364,Radial Velocity,1,,0.072,144.26411757100226,0.607,-0.11,6255.0,1.401,1.157
HD 63433 b,HD 63433,Transit,1,886.44,,886.44,0.0,0.079,5634.0,0.9169,0.9883
HD 63433 c,HD 63433,Transit,1,622.31,,622.31,0.0,0.079,5634.0,0.9169,0.9883
HD 63433 d,HD 63433,Transit,1,1040.0,,1040.0,0.16,0.03,5688.0,0.912,0.99
HD 63935 b,HD 63935,Transit,1,825.22,,825.22,0.0,0.107,5513.0,0.9598,0.9406
HD 63935 c,HD 63935,Radial Velocity,1,619.59,,619.59,0.0,0.107,5513.0,0.9598,0.9406
HD 73344 b,HD 73344,Transit,1,911.0,,911.0,0.03,0.143,6252.6,1.22,1.2
HD 73583 b,HD 73583,Transit,1,714.0,43.3,714.0,0.09,0.0,4511.0,0.65,0.73
HD 73583 c,HD 73583,Transit,1,498.0,10.2,498.0,0.08,0.0,4511.0,0.65,0.73
HD 74698 b,HD 74698,Radial Velocity,1,,123.0,927.4734309640647,0.1,0.07,5783.0,1.333,1.039
HD 74698 c,HD 74698,Radial Velocity,1,,0.088,151.68612871396454,0.2,0.07,5783.0,1.333,1.039
HD 77946 b,HD 77946,Transit,1,1128.86,,1128.86,0.211,0.215,6007.0,1.3174,1.1973
HD 7924 c,HD 7924,Radial Velocity,1,583.6,28.35,583.6,0.098,-0.15,5075.0,0.7821,0.832
HD 7924 d,HD 7924,Radial Velocity,1,499.0,15.17,499.0,0.21,-0.15,5075.0,0.7821,0.832
HD 80653 b,HD 80653,Transit,1,2463.0,6130.0,2463.0,0.0,0.255,5959.0,1.22,1.18
HD 86226 b,HD 86226,Radial Velocity,1,176.0,,176.0,0.059,0.018,5863.0,1.053,1.019
HD 86226 c,HD 86226,Transit,1,1311.0,,1311.0,0.075,0.018,5863.0,1.053,1.019
HD 88986 b,HD 88986,Radial Velocity,1,460.0,,460.0,0.24,0.06,5861.0,1.543,1.25
HD 89345 b,HD 89345,Transit,1,1089.0,,1089.0,0.22,0.421,5576.0,1.747,1.157
HD 93963 A b,HD 93963 A,Transit,1,1842.23,,1842.23,0.0,0.11,5908.0,1.0311,1.0844
HD 93963 A c,HD 93963 A,Transit,1,1212.45,,1212.45,0.0,0.11,5908.0,1.0311,1.0844
HD 94771 b,HD 94771,Radial Velocity,1,,0.271,200.94052019566473,0.39,0.22,5631.0,1.903,1.2
HD 95086 b,HD 95086,Imaging,1,1000.0,,1000.0,,,,,1.6
HD 95338 b,HD 95338,Radial Velocity,1,385.0,7.42,385.0,0.197,0.04,5212.0,0.87,0.83
HD 97658 b,HD 97658,Radial Velocity,1,751.0,,751.0,0.05,-0.23,5212.0,0.728,0.85
HIP 113103 b,HIP 113103,Transit,1,721.0,,721.0,0.17,-0.1,4930.0,0.742,0.761
HIP 113103 c,HIP 113103,Transit,1,585.0,,585.0,0.17,-0.1,4930.0,0.742,0.761
HIP 116454 b,HIP 116454,Transit,1,753.2,51.2858,753.2,0.215,0.0,5048.0,0.758,0.8
HIP 21152 b,HIP 21152,Imaging,1,1300.0,,1300.0,0.36,0.13,6655.0,,1.4
HIP 29442 c,HD 42813,Radial Velocity,1,1123.0,451.0,1123.0,,0.24,5289.0,0.98,0.901
HIP 29442 d,HD 42813,Radial Velocity,1,920.0,203.0,920.0,,0.24,5289.0,0.98,0.901
HIP 65 A b,HIP 65 A,Transit,1,1411.0,661.0,1411.0,0.0,0.18,4590.0,0.7242,0.781
HIP 65426 b,HIP 65426,Imaging,1,1500.0,,1500.0,,,8840.0,1.77,1.96
HIP 67522 b,HIP 67522,Transit,1,1175.0,,1175.0,0.064,,5675.0,1.38,1.22
HIP 67522 c,HIP 67522,Transit,1,917.0,,917.0,0.077,,5675.0,1.38,1.22
HIP 77900 b,HIP 77900,Imaging,1,2507.0,,2507.0,,,,,
HIP 78530 b,HIP 78530,Imaging,1,2700.0,,2700.0,,,10500.0,,2.5
HIP 79098 AB b,HIP 79098 AB,Imaging,1,2450.0,,2450.0,,,,,3.75
HIP 81208 C b,HIP 81208 C,Imaging,1,2050.0,,2050.0,,,,,0.135
HIP 8152 b,HIP 8152,Transit,1,794.96,,794.96,0.0,0.007,5618.0,0.9603,0.9373
HIP 8152 c,HIP 8152,Transit,1,650.68,,650.68,0.2,0.007,5618.0,0.9603,0.9373
HIP 94235 b,HIP 94235,Transit,1,1060.0,,1060.0,0.32,0.0,5991.0,1.08,1.094
HIP 9618 b,HIP 9618,Transit,1,640.88,,640.88,0.0,-0.018,5649.0,0.9593,0.942
HIP 9618 c,HIP 9618,Transit,1,470.31,,470.31,0.0,-0.018,5649.0,0.9593,0.942
HIP 97166 b,HIP 97166,Transit,1,701.66,,701.66,0.29,0.248,5216.0,0.8418,0.9342
HN Lib b,HN Lib,Radial Velocity,1,234.4,0.503,234.4,0.079,-0.18,3347.0,0.299,0.291
HR 2562 b,HR 2562,Imaging,1,1255.0,,1255.0,,0.1,6597.0,1.334,1.368
HR 5183 b,HR 5183,Radial Velocity,1,171.0,,171.0,0.84,0.1,5794.0,1.53,1.07
HR 858 b,HR 858,Transit,1,1552.0,,1552.0,0.0,0.025,6354.0,1.258,1.204
HR 858 c,HR 858,Transit,1,1309.0,,1309.0,0.0,0.025,6354.0,1.258,1.204
HR 858 d,HR 858,Transit,1,1061.0,,1061.0,0.0,0.025,6354.0,1.258,1.204
HR 8799 e,HR 8799,Imaging,1,1150.0,,1150.0,0.15,-0.5,7400.0,,
IRAS 04125+2902 b,IRAS 04125+2902,Transit,1,854.0,,854.0,,,4080.0,1.45,0.7
ITG 15 b,ITG 15 A,Imaging,1,2601.0,,2601.0,,,,,
K2-100 b,K2-100,Transit,1,1841.0,1915.0,1841.0,0.0,0.22,5945.0,1.24,1.15
K2-101 b,K2-101,Transit,1,618.0,,618.0,,0.07,4927.0,0.76,0.82
K2-104 b,K2-104,Transit,1,798.0,,798.0,,0.18,3712.0,0.48,0.51
K2-105 b,K2-105,Transit,1,928.0,,928.0,,0.23,5636.0,0.97,1.05
K2-107 b,K2-107,Transit,1,1649.0,,1649.0,,0.14,6061.0,1.81,1.3
K2-108 b,K2-108,Transit,1,1360.0,,1360.0,,0.36,5599.0,1.76,1.17
K2-11 b,K2-11,Transit,1,734.0,,734.0,,-0.12,5433.0,5.15,1.35
K2-110 b,K2-110,Transit,1,638.0,27.7,638.0,0.13,-0.34,5010.0,0.713,0.738
K2-111 b,K2-111,Transit,1,1309.0,490.0,1309.0,0.1,-0.46,5775.0,1.25,0.84
K2-113 b,K2-113,Transit,1,1098.0,,1098.0,,0.27,5660.0,1.24,1.04
K2-114 b,K2-114,Transit,1,701.4,,701.4,0.079,0.42,4899.0,0.832,0.863
K2-115 b,K2-115,Transit,1,696.0,,696.0,0.063,-0.198,5870.0,0.855,0.918
K2-116 b,K2-116,Transit,1,,78.6,829.241132378757,0.06,,4348.35,0.6694,0.694512
K2-117 b,K2-117,Transit,1,868.0,,868.0,,-0.05,3778.0,0.51,0.54
K2-117 c,K2-117,Transit,1,537.0,,537.0,,-0.05,3778.0,0.51,0.54
K2-118 b,K2-118,Transit,1,,4.3,401.04426792526823,0.2,,4726.29,0.734626,0.756446
K2-119 b,K2-119,Transit,1,666.0,,666.0,,-0.05,4740.0,0.71,0.76
K2-12 b,K2-12,Transit,1,1026.0,185.0,1026.0,0.5,0.0,5672.0,1.117,0.965
K2-121 b,K2-121,Transit,1,738.0,,738.0,,-0.16,4690.0,0.67,0.69
K2-122 b,K2-122,Transit,1,769.0,,769.0,,0.32,4009.0,0.59,0.63
K2-123 b,K2-123,Transit,1,338.0,,338.0,,0.03,4035.0,0.59,0.62
K2-124 b,K2-124,Transit,1,442.0,,442.0,,0.023,3570.0,0.388,0.39
K2-125 b,K2-125,Transit,1,,2.0,331.1941815282578,0.08,,3654.47,0.402049,0.494727
K2-126 b,K2-126,Transit,1,601.0,,601.0,,0.02,4339.0,0.65,0.69
K2-127 b,K2-127,Transit,1,809.0,,809.0,,-0.11,4575.0,0.66,0.72
K2-128 b,K2-128,Transit,1,,68.8,802.0885358505365,0.23,,4469.51,0.777569,0.711248
K2-129 b,K2-129,Transit,1,,4.5,405.6283752614687,0.13,,3459.09,0.36001,0.360031
K2-13 b,K2-13,Transit,1,511.0,,511.0,,-0.54,5698.0,0.78,0.8
K2-130 b,K2-130,Transit,1,,136.4,951.7629443230429,0.17,,4356.47,0.744261,0.69563
K2-131 b,K2-131,Transit,1,2223.0,4070.0,2223.0,0.0,-0.04,5120.0,0.7595,0.803
K2-133 e,K2-133,Transit,1,296.0,1.8,296.0,,,3655.0,0.455,0.461
K2-136 b,K2-136,Transit,1,610.0,33.5,610.0,0.14,-0.02,4500.0,0.677,0.742
K2-136 c,K2-136,Transit,1,470.0,11.91,470.0,0.047,-0.02,4500.0,0.677,0.742
K2-136 d,K2-136,Transit,1,420.0,7.07,420.0,0.071,-0.02,4500.0,0.677,0.742
K2-139 b,K2-139,Transit,1,524.0,,524.0,,0.24,5370.0,0.88,0.96
K2-14 b,K2-14,Transit,1,488.0,,488.0,,-0.37,3789.0,0.45,0.47
K2-140 b,K2-140,Transit,1,962.0,204.0,962.0,0.0,0.1,5585.0,1.06,0.96
K2-141 b,K2-141,Transit,1,2103.0,3260.0,2103.0,0.0,0.0,4570.0,0.681,0.708
K2-141 c,K2-141,Transit,1,695.0,39.1,695.0,0.092,0.0,4570.0,0.681,0.708
K2-147 b,K2-147,Transit,1,1077.0,,1077.0,0.38,-0.02,3690.0,0.578,0.563
K2-148 b,K2-148,Transit,1,,48.8,736.088707221322,,-0.11,4079.0,0.632,0.65
K2-148 c,K2-148,Transit,1,,26.5,631.8829950642638,,-0.11,4079.0,0.632,0.65
K2-148 d,K2-148,Transit,1,,16.8,563.8356345769749,,-0.11,4079.0,0.632,0.65
K2-149 b,K2-149,Transit,1,,7.0,453.0015724328333,,0.11,3745.0,0.568,0.595
K2-15 b,K2-15,Transit,1,676.0,,676.0,,-0.46,5131.0,0.68,0.72
K2-150 b,K2-150,Transit,1,,4.9,414.35656060110404,,0.09,3499.0,0.436,0.457
K2-151 b,K2-151,Transit,1,566.0,,566.0,,-0.19,3695.0,0.45,0.47
K2-152 b,K2-152,Transit,1,337.0,,337.0,,0.12,4044.0,0.61,0.63
K2-153 b,K2-153,Transit,1,497.0,,497.0,,-0.09,3845.0,0.53,0.55
K2-154 b,K2-154,Transit,1,715.0,,715.0,,0.21,4097.0,0.63,0.65
K2-154 c,K2-154,Transit,1,552.0,,552.0,,0.21,4097.0,0.63,0.65
K2-155 b,K2-155,Transit,1,708.0,,708.0,,-0.3,4258.0,0.58,0.65
K2-155 c,K2-155,Transit,1,583.0,,583.0,,-0.3,4258.0,0.58,0.65
K2-155 d,K2-155,Transit,1,381.0,,381.0,,-0.3,4258.0,0.58,0.65
K2-157 b,K2-157,Transit,1,2432.0,6660.0,2432.0,,0.02,5334.0,0.86,0.89
K2-157 c,K2-157,Radial Velocity,1,587.0,22.65,587.0,0.2,0.02,5334.0,0.86,0.89
K2-157 d,K2-157,Radial Velocity,1,429.1,6.46,429.1,0.5,0.02,5334.0,0.86,0.89
K2-158 b,K2-158,Transit,1,794.0,,794.0,,0.07,5503.0,0.95,0.92
K2-158 c,K2-158,Transit,1,948.0,,948.0,,0.07,5503.0,0.95,0.92
K2-159 b,K2-159,Transit,1,684.0,,684.0,,-0.07,5425.0,0.83,0.9
K2-16 b,K2-16,Transit,1,658.0,44.5,658.0,,-0.33,4742.0,0.66,0.68
K2-16 c,K2-16,Transit,1,485.0,13.1,485.0,,-0.33,4742.0,0.66,0.68
K2-162 b,K2-162,Transit,1,631.0,,631.0,,-0.17,4842.0,0.69,0.75
K2-166 b,K2-166,Transit,1,1140.0,,1140.0,,0.09,5960.0,1.61,1.16
K2-167 b,K2-167,Transit,1,1220.0,,1220.0,0.48,-0.456,6310.0,1.499,1.084
K2-168 b,K2-168,Transit,1,766.35,,766.35,,,5502.7,0.83,0.877
K2-17 b,K2-17,Transit,1,487.0,,487.0,,0.15,4320.0,0.66,0.71
K2-174 b,K2-174,Transit,1,455.0,,455.0,,0.113,4455.0,0.676,0.7
K2-18 b,K2-18,Transit,1,284.0,,284.0,0.2,0.12,3457.0,0.411,0.359
K2-18 c,K2-18,Radial Velocity,1,363.0,,363.0,0.47,,3457.0,0.411,0.359
K2-180 b,K2-180,Transit,1,797.5,,797.5,0.075,-0.578,5365.0,0.719,0.735
K2-181 b,K2-181,Transit,1,1015.0,,1015.0,0.4,0.385,5520.0,1.04,1.022
K2-182 b,K2-182,Transit,1,965.8,,965.8,0.071,0.022,5128.0,0.789,0.823
K2-184 b,K2-184,Transit,1,533.0,,533.0,,-0.1,5245.0,0.75,0.84
K2-185 b,K2-185,Transit,1,809.0,,809.0,,-0.1,5788.0,0.94,0.96
K2-185 c,K2-185,Transit,1,477.0,,477.0,,-0.1,5788.0,0.94,0.96
K2-188 b,K2-188,Transit,1,1692.0,,1692.0,,-0.01,5977.0,1.19,1.06
K2-188 c,K2-188,Transit,1,1026.0,,1026.0,,-0.01,5977.0,1.19,1.06
K2-189 b,K2-189,Transit,1,1197.0,,1197.0,,0.0,5519.0,0.87,0.94
K2-189 c,K2-189,Transit,1,872.0,,872.0,,0.0,5519.0,0.87,0.94
K2-192 b,K2-192,Transit,1,939.0,,939.0,,0.15,5222.0,0.81,0.9
K2-193 b,K2-193,Transit,1,739.0,,739.0,,0.0,5817.0,0.98,1.01
K2-195 b,K2-195,Transit,1,720.0,,720.0,,-0.1,5713.0,0.99,0.94
K2-197 b,K2-197,Transit,1,848.0,,848.0,,0.08,5667.0,0.93,1.0
K2-198 b,K2-198,Transit,1,715.8,,715.8,,,5212.9,0.757,0.799
K2-198 c,K2-198,Transit,1,1229.9,,1229.9,,,5212.9,0.757,0.799
K2-198 d,K2-198,Transit,1,943.2,,943.2,,,5212.9,0.757,0.799
K2-199 b,K2-199,Transit,1,913.0,116.2,913.0,0.02,-0.01,4491.0,0.682,0.711
K2-199 c,K2-199,Transit,1,694.0,38.6,694.0,0.03,-0.01,4491.0,0.682,0.711
K2-203 b,K2-203,Transit,1,738.4,,738.4,0.23,-0.021,5026.0,0.765,0.793
K2-204 b,K2-204,Transit,1,1148.0,,1148.0,0.28,0.21,5783.0,1.253,1.076
K2-208 b,K2-208,Transit,1,1122.0,,1122.0,0.37,-0.064,5500.0,0.872,0.881
K2-21 b,K2-21,Transit,1,,10.0,495.25081569584,0.1,,4222.06,0.646783,0.676023
K2-21 c,K2-21,Transit,1,,5.1,418.5214714297878,0.21,,4222.06,0.646783,0.676023
K2-211 b,K2-211,Transit,1,1873.0,,1873.0,0.19,0.134,5117.0,0.818,0.851
K2-214 b,K2-214,Transit,1,1006.0,,1006.0,,0.05,5854.0,1.27,1.05
K2-216 b,K2-216,Transit,1,1103.0,248.0,1103.0,0.0,0.0,4503.0,0.72,0.7
K2-220 b,K2-220,Transit,1,758.0,,758.0,,0.04,5660.0,1.02,0.96
K2-222 b,K2-222,Transit,1,871.0,96.0,871.0,0.16,-0.315,5942.0,1.115,0.989
K2-224 b,K2-224,Transit,1,1002.0,,1002.0,,-0.19,5620.0,0.84,0.91
K2-224 c,K2-224,Transit,1,764.0,,764.0,,-0.19,5620.0,0.84,0.91
K2-225 b,K2-225,Transit,1,923.0,,923.0,0.23,0.486,5520.0,1.7,1.482
K2-226 b,K2-226,Transit,1,1187.0,,1187.0,0.22,-0.05,5288.0,0.889,0.856
K2-228 b,K2-228,Transit,1,914.0,,914.0,,-0.25,4715.0,0.65,0.71
K2-229 c,K2-229,Transit,1,750.0,,750.0,,-0.09,5315.0,0.79,0.87
K2-230 b,K2-230,Transit,1,1529.0,,1529.0,,0.1,5945.0,1.39,1.11
K2-232 b,K2-232,Transit,1,1030.0,,1030.0,0.258,0.1,6154.0,1.161,1.188
K2-233 b,K2-233,Transit,1,1127.0,269.0,1127.0,0.0,-0.082,4796.0,0.71,0.79
K2-233 c,K2-233,Transit,1,794.0,66.2,794.0,0.0,-0.082,4796.0,0.71,0.79
K2-233 d,K2-233,Transit,1,525.0,12.7,525.0,0.18,-0.082,4796.0,0.71,0.79
K2-237 b,K2-237,Transit,1,1759.0,,1759.0,0.03,0.337,6180.0,1.236,1.256
K2-238 b,K2-238,Transit,1,1587.0,,1587.0,0.0,0.34,5630.0,1.59,1.19
K2-239 b,K2-239,Transit,1,502.0,,502.0,,-0.1,3420.0,0.36,0.4
K2-239 c,K2-239,Transit,1,427.0,,427.0,,-0.1,3420.0,0.36,0.4
K2-239 d,K2-239,Transit,1,399.0,,399.0,,-0.1,3420.0,0.36,0.4
K2-240 b,K2-240,Transit,1,586.0,,586.0,,-0.1,3810.0,0.54,0.58
K2-240 c,K2-240,Transit,1,389.0,,389.0,,-0.1,3810.0,0.54,0.58
K2-241 b,K2-241,Transit,1,507.0,,507.0,,-0.44,5262.0,0.75,0.71
K2-242 b,K2-242,Transit,1,416.0,,416.0,,-0.01,3459.0,0.37,0.38
K2-243 b,K2-243,Transit,1,1035.0,,1035.0,,-0.03,6570.0,1.39,1.29
K2-243 c,K2-243,Transit,1,801.0,,801.0,,-0.03,6570.0,1.39,1.29
K2-244 b,K2-244,Transit,1,638.0,,638.0,,-0.29,5677.0,0.92,0.86
K2-245 b,K2-245,Transit,1,923.0,,923.0,,-0.45,5793.0,1.25,0.83
K2-246 b,K2-246,Transit,1,977.0,,977.0,,-0.19,5610.0,0.94,0.87
K2-247 b,K2-247,Transit,1,979.0,,979.0,,-0.08,4667.0,0.69,0.74
K2-247 c,K2-247,Transit,1,688.0,,688.0,,-0.08,4667.0,0.69,0.74
K2-248 b,K2-248,Transit,1,886.0,,886.0,,-0.1,5528.0,0.92,0.88
K2-249 b,K2-249,Transit,1,1061.0,,1061.0,,0.04,6504.0,1.57,1.32
K2-25 b,K2-25,Transit,1,494.0,9.91,494.0,0.428,0.15,3207.0,0.2932,0.2634
K2-250 b,K2-250,Transit,1,1003.0,,1003.0,0.21,-0.02,5003.0,0.797,0.809
K2-251 b,K2-251,Transit,1,437.0,,437.0,,-0.04,3717.0,0.49,0.52
K2-252 b,K2-252,Transit,1,639.0,,639.0,,-0.09,5152.0,0.82,0.79
K2-253 b,K2-253,Transit,1,1238.0,,1238.0,,0.0,6027.0,1.1,1.08
K2-254 b,K2-254,Transit,1,791.0,,791.0,,-0.14,4629.0,0.67,0.71
